sample_id,hole_id_norm,depth_from_m,depth_to_m,Au_ppm__PGM_ICP27,Pt_ppm__PGM_ICP27,Pd_ppm__PGM_ICP27,Ag_ppm__ME_ICP61,Al_pct__ME_ICP61,As_ppm__ME_ICP61,Ba_ppm__ME_ICP61,Be_ppm__ME_ICP61,Bi_ppm__ME_ICP61,Ca_pct__ME_ICP61,Cd_ppm__ME_ICP61,Co_ppm__ME_ICP61,Cr_ppm__ME_ICP61,Cu_ppm__ME_ICP61,Cu_pct__Cu_OG62,Fe_pct__ME_ICP61,Ga_ppm__ME_ICP61,K_pct__ME_ICP61,La_ppm__ME_ICP61,Li_ppm__ME_ICP61,Mg_pct__ME_ICP61,MgO_pct__ME_ICP61,Mn_ppm__ME_ICP61,Mo_ppm__ME_ICP61,Na_pct__ME_ICP61,Ni_ppm__ME_ICP61,Ni_pct_ppm__Ni_OG62,P_pct__ME_ICP61,Pb_ppm__ME_ICP61,S_pct__ME_ICP61,Sb_ppm__ME_ICP61,Sc_ppm__ME_ICP61,Sr_ppm__ME_ICP61,Th_ppm__ME_ICP61,Ti_pct__ME_ICP61,Tl_ppm__ME_ICP61,U_ppm__ME_ICP61,V_ppm__ME_ICP61,W_ppm__ME_ICP61,Zn_ppm__ME_ICP61,Zr_ppm__IC40M,Se_PPM__IC40M,Rb_PPM__IC40M,Y_PPM__IC40M,Nb_PPM__IC40M,In_PPM__IC40M,Sn_PPM__IC40M,Te_PPM__IC40M,Cs_PPM__IC40M,Ce_PPM__IC40M,Tb_PPM__IC40M,Yb_PPM__IC40M,Lu_PPM__IC40M,Hf_PPM__IC40M,Ta_PPM__IC40M,Pr_PPM__IC90M,Nd_PPM__IC90M,Sm_PPM__IC90M,Eu_PPM__IC90M,Gd_PPM__IC90M,Dy_PPM__IC90M,Ho_PPM__IC90M,Er_PPM__IC90M,Tm_PPM__IC90M,Ge_PPM__IC90M,Al2O3_pct__ME_XRF26,BaO_pct__ME_XRF26,CaO_pct__ME_XRF26,Cr2O3_pct__ME_XRF26,Fe2O3_pct__ME_XRF26,K2O_pct__ME_XRF26,MgO_pct__ME_XRF26,MnO_pct__ME_XRF26,Na2O_pct__ME_XRF26,P2O5_pct__ME_XRF26,SO3_pct__ME_XRF26,SiO2_pct__ME_XRF26,SrO_pct__ME_XRF26,TiO2_pct__ME_XRF26,Total_pct__ME_XRF26,PbO_pct__XRF76V,CuO_pct__XRF76V,TiO2_pct__XRF76V,V2O5_pct__XRF76V,ZnO_pct__XRF76V
43460,SC07,154.3,154.3,0.01,0.01,0.01,0.5,2.3,6,10,0.5,2,9.5,0.5,108,935,343,,7.21,10,0.08,10,10,11.25,18.6525,1220,1,0.25,350,0.035,130,3,0.97,5,55,112,20,0.2,10,10,172,10,45,11,10,20,10,5,,10,10,,50,,,,,10,,,,,,,,,,,4.37,0.01,13.6,0.21,10.42,0.09,18.45,0.15,0.35,0.03,2.3,45.52,0.01,0.33,100.8,,,,,
43471,SC07,172.5,172.5,0.06,0.17,0.21,0.5,1.12,8,10,0.5,2,6.71,0.5,99,1535,1340,,7.09,10,0.03,10,10,15.25,25.284499999999998,1280,1,0.1,899,0.0899,110,2,0.25,5,34,113,20,0.09,10,10,87,10,54,6,10,20,10,5,,10,10,,50,,,,,10,,,,,,,,,,,2.21,0.01,9.98,0.38,10.52,0.03,26.6,0.17,0.18,0.02,0.65,41.34,0.01,0.15,101.3,,,,,
43477,SC07,180.0,180.0,0.01,0.01,0.01,0.5,4.54,5,10,1.2,2,5.5,0.5,73,1185,157,,8.43,10,0.01,20,30,14.35,23.792299999999997,1925,1,0.13,470,0.047,1200,2,0.03,5,34,75,20,0.41,10,10,242,10,86,51,10,20,10,5,,10,10,,70,,,,,10,,,,,,,,,,,8.57,0.01,7.77,0.28,12.33,0.01,23.3,0.24,0.19,0.26,0.05,39.42,0.01,0.67,100.6,,,,,
43494,SC07,211.6,211.6,0.11,0.09,0.09,0.5,1.89,5,30,0.5,2,2.95,0.5,121,1680,450,,8.26,10,0.16,10,10,18.15,30.092699999999997,1420,1,0.33,803,0.0803,240,2,0.16,5,16,120,20,0.11,10,10,72,10,72,15,10,20,10,5,,10,10,,50,,,,,10,,,,,,,,,,,3.65,0.01,4.3,0.42,12.44,0.18,30.6,0.19,0.51,0.05,0.39,40.82,0.01,0.19,100.9,,,,,
43515,SC07,246.4,246.4,0.02,0.04,0.04,0.5,1.97,5,50,0.5,2,3.24,0.5,122,1715,122,,8.47,10,0.18,10,10,18.8,31.1704,1420,1,0.37,811,0.0811,290,2,0.08,5,17,137,20,0.11,10,10,74,10,74,14,10,20,10,5,,10,10,,50,,,,,10,,,,,,,,,,,3.65,0.01,4.52,0.42,12.12,0.2,30.9,0.18,0.51,0.06,0.16,41.09,0.01,0.19,100.05,,,,,
45856,OVD050,142.15,142.8,0.01,0.01,0.01,0.5,7.01,5,190,0.9,2,4.97,0.5,28,91,93,,4.81,10,1.16,10,60,1.68,,886,1,0.62,77,,410,2,2.21,5,25,377,20,0.33,10,10,143,10,67,50,10,20,10,5,,10,10,,50,,,,,10,,,,,,,,,,,13.64,0.02,6.83,0.01,6.99,1.39,2.94,0.13,0.81,0.1,5.38,57.2,0.05,0.55,103.65,,,,,
45859,OVD050,144.27,146.2,0.01,0.01,0.01,0.5,7.4,5,110,0.8,2,4.64,0.5,31,153,68,,5.86,10,0.3,10,60,3.35,,1105,1,1.79,112,,1120,6,1.31,5,23,480,20,0.63,10,10,150,10,68,111,10,20,20,6,,10,10,,50,,,,,10,,,,,,,,,,,14.24,0.01,6.41,0.01,8.57,0.36,5.75,0.17,2.42,0.25,3.2,53.32,0.06,1.12,102.5,,,,,
45862,OVD050,150.0,152.0,0.01,0.01,0.01,0.5,8.64,24,120,0.9,2,4.11,0.5,33,183,67,,6.42,20,0.56,10,80,3.61,,1035,1,2.84,134,,1090,4,1.45,5,28,670,20,0.65,10,10,175,10,71,119,10,20,20,5,,10,10,,50,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45865,OVD050,154.92,156.0,0.01,0.01,0.01,0.5,7.91,5,130,0.9,2,5.31,0.5,36,224,61,,6.09,10,0.34,20,70,4.3,,1225,1,2.03,159,,1240,8,0.89,5,25,595,20,0.65,10,20,169,10,72,111,10,30,20,5,,10,10,,70,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45871,OVD050,160.4,162.0,0.01,0.01,0.01,0.5,8.03,5,170,0.8,2,4.34,0.5,33,191,84,,6.2,10,0.41,10,70,3.73,,1110,1,2.34,139,,1030,4,1.02,5,26,556,20,0.59,10,10,162,10,74,108,10,20,20,5,,10,10,,50,,,,,10,,,,,,,,,,,14.72,0.01,5.6,0.02,8.54,0.47,6.01,0.16,2.96,0.22,2.37,52.53,0.06,0.96,100.9,,,,,
44908,SC11,154.1,156.0,0.02,0.01,0.01,0.5,7.7,157,740,2.1,3,1.68,0.5,3,10,6,,3.41,20,1.29,30,20,0.29,,763,2,3.51,8,,620,16,0.23,5,12,181,20,0.29,10,10,8,10,88,409,10,50,40,12,,10,10,,80,,,,,10,,,,,,,,,,,15.64,0.08,2.35,0.01,5.14,1.58,0.54,0.1,4.85,0.14,0.53,65.26,0.02,0.51,100.95,,,,,
44922,SC11,172.45,174.0,0.01,0.01,0.01,0.5,8.06,10,380,1.7,2,1.9,0.5,6,4,6,,3.23,20,1.1,30,20,0.48,,972,2,4.06,8,,860,12,0.16,5,12,278,20,0.38,10,10,8,10,93,408,10,20,50,12,,10,10,,90,,,,,10,,,,,,,,,,,16.3,0.04,2.64,0.01,4.72,1.32,0.88,0.13,5.56,0.19,0.37,65.09,0.03,0.64,101.65,,,,,
44946,SC11,217.3,219.0,0.04,0.12,0.15,0.5,0.97,5,10,0.5,2,3.97,0.5,115,1765,661,,8.45,10,0.04,10,10,17.6,,1210,1,0.08,984,,100,2,0.26,5,23,81,20,0.08,10,10,71,10,65,5,10,20,10,5,,10,10,,50,,,,,10,,,,,,,,,,,1.9,0.01,5.52,0.43,12.4,0.04,30.3,0.16,0.16,0.03,0.6,40.48,0.01,0.12,102.25,,,,,
44947,SC11,219.0,221.0,0.07,0.17,0.19,0.5,0.99,5,30,0.5,2,3.9,0.5,119,1560,1065,0.1065,8.39,10,0.05,10,10,18.05,,1205,1,0.09,931,,140,2,0.25,5,18,73,20,0.06,10,10,52,10,65,6,10,20,10,5,,10,10,,50,,,,,10,,,,,,,,,,,1.98,0.02,5.44,0.35,12.34,0.06,30.7,0.16,0.2,0.04,0.61,39.78,0.01,0.09,101.35,,,,,
44950,SC11,223.0,225.0,0.11,0.19,0.25,0.5,0.92,208,10,0.5,2,6.5,0.5,92,1660,989,,6.3,10,0.01,10,20,13.45,,1090,1,0.03,723,,110,4,0.23,5,25,130,20,0.06,10,10,64,10,47,5,10,20,10,6,,10,10,,50,,,,,10,,,,,,,,,,,1.82,0.01,9.58,0.34,9.3,0.01,23.3,0.14,0.1,0.03,0.58,37.67,0.01,0.12,100.5,,,,,
44957,SC11,233.65,235.0,0.01,0.03,0.02,0.5,2.18,5,30,0.5,2,6.81,0.5,82,1720,187,,7.01,10,0.14,10,10,14.3,,1205,1,0.37,508,,190,2,0.11,5,33,151,20,0.18,10,10,125,10,53,11,10,20,10,5,,10,10,,50,,,,,10,,,,,,,,,,,4.31,0.02,10.1,0.39,10.44,0.16,25,0.16,0.57,0.04,0.26,44.81,0.02,0.3,102.3,,,,,
44966,SC11,244.65,246.0,0.03,0.05,0.04,0.5,1.94,5,30,0.5,2,4.46,0.5,101,1540,214,,7.94,10,0.14,10,10,16.1,,1300,1,0.33,661,,220,2,0.1,5,24,143,20,0.14,10,10,94,10,64,12,10,20,10,8,,10,10,,50,,,,,10,,,,,,,,,,,3.73,0.01,6.4,0.34,11.58,0.16,27.5,0.17,0.5,0.05,0.23,42.46,0.01,0.23,100.25,,,,,
44967,SC11,246.0,248.0,0.01,0.03,0.03,0.5,2.44,5,30,0.5,2,4.32,0.5,97,1570,113,,7.98,10,0.13,10,20,16.05,,1325,1,0.36,609,,230,2,0.08,5,26,131,20,0.21,10,10,125,10,64,14,10,20,10,8,,10,10,,50,,,,,10,,,,,,,,,,,4.75,0.01,6.27,0.35,11.73,0.15,27.4,0.17,0.57,0.05,0.18,41.8,0.01,0.35,101.65,,,,,
44971,SC11,252.0,254.0,0.01,0.04,0.03,0.5,2.17,5,40,0.5,2,2.88,0.5,113,1515,91,,8.73,10,0.17,10,10,17.2,,1400,1,0.27,713,,230,2,0.08,5,20,137,20,0.2,10,10,114,10,73,11,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,4.14,0.02,4.06,0.34,12.84,0.2,28.9,0.18,0.45,0.05,0.19,40.32,0.01,0.32,100.6,,,,,
44976,SC11,259.0,261.0,0.01,0.03,0.02,0.5,1.92,5,40,0.5,2,5.3,0.5,99,1780,106,,7.99,10,0.16,10,10,16.45,,1330,1,0.36,641,,250,2,0.08,5,27,132,20,0.13,10,10,93,10,62,13,10,20,10,6,,10,10,,50,,,,,10,,,,,,,,,,,3.69,0.02,7.46,0.4,11.58,0.18,27.9,0.17,0.55,0.05,0.2,43.83,0.01,0.2,101.75,,,,,
44979,SC11,263.7,265.45,0.01,0.03,0.02,0.5,1.65,160,20,0.5,2,5.68,0.5,86,1605,103,,6.7,10,0.13,10,20,13.8,,1160,1,0.06,559,,240,2,0.18,6,23,265,20,0.1,10,10,78,10,53,11,10,20,10,8,,10,10,,50,,,,,10,,,,,,,,,,,3.27,0.02,8.36,0.36,9.99,0.15,24.2,0.16,0.15,0.06,0.44,39.89,0.03,0.17,102.45,,,,,
44981,SC11,267.0,269.0,0.02,0.02,0.02,0.5,1.77,27,30,0.5,2,4.93,0.5,80,1250,100,,6.43,10,0.3,10,30,12.95,,1050,1,0.02,479,,200,2,0.6,5,22,178,20,0.07,10,10,87,10,52,10,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,3.4,0.01,7.05,0.28,9.42,0.35,22.1,0.14,0.04,0.05,1.33,43.51,0.02,0.21,101.3,,,,,
44987,SC11,275.0,277.0,0.02,0.04,0.03,0.5,2.09,5,50,0.5,2,5.56,0.5,101,1075,197,,7.92,10,0.18,10,10,15.95,,1345,1,0.37,608,,260,3,0.1,5,28,147,20,0.15,10,10,103,10,62,13,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,3.88,0.01,7.65,0.29,11.46,0.2,27.1,0.18,0.52,0.06,0.23,43.83,0.01,0.24,101.5,,,,,
44992,SC11,281.87,283.51,0.01,0.03,0.02,0.5,2.08,15,20,0.5,2,4.53,0.5,97,1370,85,,7.73,10,0.12,10,10,15.8,,1310,1,0.28,574,,310,2,0.17,5,23,164,20,0.12,10,10,82,10,64,12,10,20,10,8,,10,10,,50,,,,,10,,,,,,,,,,,3.75,0.01,6.17,0.31,11.02,0.13,26.3,0.17,0.38,0.07,0.4,43.39,0.01,0.18,100.35,,,,,
44998,SC11,289.8,290.25,0.01,0.03,0.03,0.5,2.36,5,40,0.5,2,5.21,0.5,106,1105,50,,7.97,10,0.18,10,10,15.7,,1315,1,0.45,618,,310,2,0.08,5,24,212,20,0.12,10,10,84,10,67,15,10,20,10,8,,10,10,,50,,,,,10,,,,,,,,,,,4.31,0.01,7.09,0.28,11.42,0.21,26.2,0.17,0.58,0.06,0.18,43.88,0.02,0.19,100.95,,,,,
44999,SC11,290.25,291.09,0.01,0.01,0.01,0.5,7.3,5,20,0.5,2,10.2,0.5,64,40,252,,13.45,10,0.01,30,190,6.78,,2300,1,0.02,66,,2400,6,0.04,5,50,1185,20,0.76,10,10,439,10,142,89,10,20,20,11,,10,20,,80,,,,,10,,,,,,,,,,,13.88,0.01,14.55,0.01,19.78,0.01,11.95,0.31,0.04,0.57,0.09,20.4,0.13,1.24,99.66,,,,,
44261,SC11,308.0,310.0,0.01,0.03,0.04,0.5,1.76,8,20,0.5,2,3.61,0.5,107,1595,128,,7.8,10,0.1,10,10,16.85,,1330,1,0.24,716,,230,2,0.06,5,18,223,20,0.1,10,10,72,10,70,11,10,20,10,9,,10,10,,50,,,,,10,,,,,,,,,,,3.25,0.01,5.02,0.37,11.66,0.12,28.9,0.18,0.36,0.05,0.14,39.6,0.02,0.17,100.15,,,,,
44266,SC11,318.0,320.0,0.02,0.04,0.05,0.5,1.6,5,30,0.5,2,2.88,0.5,117,1570,160,,8.58,10,0.1,10,10,17.75,,1395,1,0.19,797,,210,2,0.09,5,16,147,20,0.09,10,10,65,10,72,10,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,2.97,0.01,4.03,0.4,12.55,0.12,31,0.18,0.29,0.04,0.21,39.97,0.01,0.14,101.2,,,,,
44270,SC11,322.44,323.65,0.01,0.03,0.03,0.5,1.42,66,30,0.5,2,4.94,0.5,103,1635,115,,7.33,10,0.32,10,20,15.6,,1410,1,0.06,712,,180,2,0.06,5,15,280,20,0.08,10,10,63,10,66,9,10,20,10,8,,10,10,,50,,,,,10,,,,,,,,,,,2.66,0.01,6.55,0.36,10.66,0.37,26.7,0.18,0.11,0.04,0.14,36.31,0.03,0.14,102.3,,,,,
44272,SC11,324.0,325.3,0.01,0.01,0.01,0.5,7.83,6,960,2,2,1.33,0.5,6,76,6,,4.52,20,1.28,40,30,2,,637,3,4.23,28,,800,12,0.03,5,12,237,20,0.35,10,10,6,10,109,419,10,20,50,14,,10,10,,90,,,,,10,,,,,,,,,,,14.86,0.12,1.71,0.01,6.47,1.48,3.51,0.08,5.68,0.18,0.07,61.16,0.02,0.55,99.61,,,,,
44276,SC11,326.3,328.1,0.04,0.03,0.03,0.5,1.7,33,20,0.5,2,4.21,0.5,98,1540,72,,7.49,10,0.23,10,20,15,,1355,1,0.07,657,,230,2,0.05,5,13,250,20,0.08,10,10,53,10,72,19,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,3.18,0.01,5.65,0.35,10.84,0.27,26,0.18,0.13,0.05,0.1,37.98,0.03,0.13,101.1,,,,,
44281,SC11,334.0,336.0,0.01,0.03,0.03,0.5,1.57,5,30,0.5,2,3.93,0.5,111,1730,130,,8.45,10,0.1,10,10,17,,1370,1,0.15,734,,190,2,0.08,5,16,186,20,0.09,10,10,64,10,74,10,10,20,10,10,,10,10,,50,,,,,10,,,,,,,,,,,2.96,0.01,5.34,0.39,12.25,0.11,29.8,0.18,0.26,0.04,0.17,39.74,0.02,0.14,102.8,,,,,
44285,SC11,340.0,341.0,0.01,0.01,0.01,0.5,8.15,5,1010,1.6,2,0.86,0.5,3,8,1,,3.94,20,1.6,40,40,1.81,,557,3,4.27,2,,910,16,0.01,5,12,234,20,0.38,10,10,5,10,121,420,10,20,50,14,,10,10,,90,,,,,10,,,,,,,,,,,15.41,0.12,1.09,0.01,5.47,1.86,3.01,0.07,5.69,0.19,0.01,62.67,0.02,0.62,99.29,,,,,
44287,SC11,342.1,344.0,0.01,0.03,0.03,0.5,1.88,202,40,0.6,3,5.53,0.5,106,1810,65,,6.54,10,0.24,10,30,13.85,,1740,1,0.09,744,,240,2,0.04,6,18,304,20,0.09,10,10,77,10,71,20,10,20,10,6,,10,10,,50,,,,,10,,,,,,,,,,,3.59,0.02,7.43,0.4,9.57,0.28,24,0.23,0.14,0.05,0.1,38.59,0.03,0.18,100.5,,,,,
44293,SC11,350.0,352.0,0.01,0.01,0.01,0.5,8.03,5,950,1.9,2,1.31,0.5,2,8,1,,3.88,20,1.5,40,50,1.55,,744,2,4.12,1,,940,14,0.03,5,12,228,20,0.39,10,10,5,10,120,409,10,20,50,14,,10,10,,90,,,,,10,,,,,,,,,,,15.36,0.11,1.66,0.01,5.43,1.74,2.67,0.09,5.56,0.2,0.06,61.87,0.02,0.63,99.25,,,,,
44300,SC11,360.0,362.0,0.01,0.03,0.03,0.5,2.03,5,40,0.5,2,3.46,0.5,109,1840,66,,8.35,10,0.19,10,10,17.85,,1390,1,0.34,775,,260,2,0.08,5,18,144,20,0.12,10,10,81,10,72,13,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,3.83,0.02,4.65,0.41,12.1,0.22,30.5,0.18,0.5,0.05,0.18,41.4,0.01,0.19,101.8,,,,,
44307,SC11,370.0,372.0,0.01,0.03,0.04,0.5,2.25,5,40,0.5,2,3.66,0.5,114,1775,113,,8.5,10,0.18,10,10,18.3,,1350,1,0.38,811,,210,2,0.09,5,23,124,20,0.2,10,10,121,10,70,12,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,4.22,0.02,4.85,0.42,12.14,0.21,31.3,0.18,0.55,0.05,0.2,41.15,0.01,0.31,102.45,,,,,
44312,SC11,376.85,377.5,0.01,0.01,0.01,0.5,5.66,5,290,0.6,2,6.04,0.5,57,542,85,,6.42,10,0.37,10,70,11.9,,1140,1,1.03,314,,840,4,0.04,5,29,564,20,0.42,10,10,220,10,50,38,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,10.44,0.04,8.17,0.13,9.2,0.42,19.95,0.15,1.34,0.19,0.1,39.77,0.06,0.66,99.78,,,,,
44318,SC11,384.8,385.6,0.01,0.01,0.01,0.5,1.59,17,10,0.5,2,10.4,0.5,59,1740,330,,5.22,10,0.05,10,10,13.1,,1210,1,0.2,396,,180,2,0.16,5,48,102,20,0.11,10,10,105,10,38,7,10,20,10,6,,10,20,,50,,,,,10,,,,,,,,,,,2.92,0.01,14.05,0.41,7.4,0.05,21.7,0.15,0.28,0.04,0.38,48.06,0.01,0.17,100.6,,,,,
44321,SC11,389.0,391.0,0.03,0.13,0.28,0.5,0.38,7,10,0.5,2,1.62,0.5,134,1895,241,,8.93,10,0.01,10,10,20.3,,1255,1,0.01,1110,0.111,60,2,0.17,7,10,111,20,0.03,10,10,32,10,69,5,10,20,10,6,,10,10,,50,,,,,10,,,,,,,,,,,0.68,0.01,2.22,0.4,12.8,0.01,33.6,0.16,0.08,0.01,0.41,35.75,0.01,0.05,100.85,,,,,
44323,SC11,392.5,393.8,0.01,0.01,0.01,0.5,1.25,6,10,0.5,3,10.5,0.5,74,1500,294,,6.17,10,0.04,10,10,12.95,,1280,1,0.15,511,,90,2,0.18,5,51,143,20,0.11,10,10,116,10,42,5,10,20,10,7,,10,20,,50,,,,,10,,,,,,,,,,,2.27,0.01,14.4,0.33,8.73,0.04,21.8,0.16,0.23,0.02,0.43,43.2,0.01,0.17,99.35,,,,,
44328,SC11,399.0,401.0,0.01,0.06,0.09,0.5,3.58,19,10,0.5,2,5.81,0.5,91,1010,351,,8.71,10,0.03,10,30,14.4,,1615,1,0.09,574,,690,2,0.15,5,36,1030,20,0.32,10,10,184,10,76,29,10,20,10,7,,10,10,,50,,,,,10,,,,,,,,,,,6.79,0.01,8.16,0.26,12.76,0.03,24.7,0.21,0.17,0.16,0.34,41.37,0.11,0.5,102.9,,,,,
44337,SC11,412.0,414.0,0.03,0.09,0.12,0.5,2.99,7,10,0.5,2,11.35,0.5,66,864,719,,6.36,10,0.05,10,40,10.95,,1190,1,0.2,532,,290,2,0.25,5,58,166,20,0.27,10,10,207,10,48,16,10,20,10,8,,10,20,,50,,,,,10,,,,,,,,,,,5.48,0.01,15.35,0.23,9.05,0.05,18.45,0.16,0.27,0.06,0.62,45.42,0.02,0.42,100.5,,,,,
45616,BS001,109.6,111.6,0.01,0.01,0.01,0.5,8.28,7,1600,0.9,2,6.08,0.5,23,26,78,,5.61,20,1.13,10,30,1.5,,1110,1,1.74,21,,720,4,0.01,5,18,1435,20,0.43,10,10,197,10,85,45,10,50,10,,,10,10,,50,5,,,,10,,,,,,,,,,,18.42,0.18,8.27,0.01,8.12,1.4,2.68,0.14,2.38,0.17,0.01,50.78,0.17,0.73,100.8,,,,,
45625,BS001,195.0,196.8,0.01,0.01,0.01,0.5,7.4,5,440,1.1,2,5.78,0.5,40,25,46,,9.83,20,0.86,20,20,2.99,,1680,1,2.32,22,,1990,2,0.36,5,35,485,20,1.26,10,20,299,10,124,127,10,40,30,,,10,10,,70,5,,,,10,,,,,,,,,,,15.05,0.06,7.97,0.01,14.09,1.06,5.11,0.22,3.21,0.44,0.83,49.02,0.06,2.13,101.5,,,,,
45632,BS001,281.0,283.0,0.01,0.01,0.01,0.5,6.77,7,410,1,2,6.95,0.5,37,22,45,,9.16,20,0.36,20,50,2.66,,1880,1,2.12,20,,1820,2,0.76,5,32,382,20,1.15,10,10,273,10,112,119,10,20,30,,,10,10,,60,5,,,,10,,,,,,,,,,,13.67,0.05,9.52,0.01,13,0.43,4.54,0.24,2.86,0.41,1.84,43.4,0.04,1.96,101.2,,,,,
45634,BS001,284.2,286.1,,,,0.5,6.97,20,950,1,2,4.92,0.5,26,30,60,,6.7,20,0.94,20,50,1.8,,1775,2,1.54,37,,1300,9,0.78,5,24,254,20,0.75,10,10,203,10,102,115,10,40,30,,,10,10,,60,5,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45635,BS001,286.1,288.0,0.01,0.01,0.01,0.5,7.01,5,500,1.1,2,5.1,0.5,38,26,42,,9.18,10,0.42,20,30,2.87,,1890,1,2.49,23,,1870,9,0.77,5,34,425,20,1.18,10,10,283,10,123,121,10,20,30,,,10,10,,70,5,,,,10,,,,,,,,,,,14.63,0.06,7.33,0.01,13.82,0.54,5.1,0.26,3.52,0.44,1.96,47.13,0.05,2.11,102.4,,,,,
45639,BS001,294.0,296.0,,,,0.5,5.32,13,1360,0.9,2,4.73,0.5,26,45,99,,3.59,10,0.8,20,30,1.32,,2890,1,1.42,77,,1030,8,0.36,5,13,365,20,0.26,10,10,82,10,77,63,10,40,20,,,10,10,,60,5,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45652,BS001,380.0,382.0,,,,0.5,6.24,16,1020,1,2,3.72,0.5,23,47,96,,3.89,10,1.36,10,30,1.24,,1860,2,1.56,63,,770,7,0.91,5,15,202,20,0.3,10,20,120,10,85,73,10,40,20,,,10,10,,50,5,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45656,BS001,442.8,443.4,0.01,0.01,0.01,0.5,7.6,5,2070,0.8,2,5.49,0.5,39,21,61,,7.79,10,1.27,20,30,3.23,,1665,1,1.74,56,,1360,3,0.81,5,24,360,20,0.84,10,10,194,10,106,99,10,30,20,,,10,10,,60,5,,,,10,,,,,,,,,,,15.53,0.24,7.72,0.01,11.26,1.56,5.54,0.22,2.41,0.31,1.86,47.58,0.04,1.46,101.45,,,,,
45659,BS001,460.3,461.25,0.01,0.01,0.01,0.5,8.93,5,1100,0.7,2,5.64,0.5,31,6,81,,7.16,20,1.78,20,30,2.86,,1780,1,1.32,14,,840,4,0.17,5,22,415,20,0.67,10,10,294,10,93,68,10,40,20,,,10,10,,60,5,,,,10,,,,,,,,,,,18.35,0.12,7.74,0.01,10.31,2.2,4.94,0.23,1.82,0.19,0.36,49.32,0.05,1.14,101.25,,,,,
45663,BS001,483.1,484.7,0.01,0.01,0.01,0.5,7.92,8,660,0.7,2,4.8,0.5,22,25,71,,5.28,10,1.28,20,10,1.17,,1050,2,2.62,21,,760,13,0.13,5,18,951,20,0.41,10,10,148,10,87,46,10,20,20,,,10,10,,60,5,,,,10,,,,,,,,,,,16.66,0.08,6.75,0.01,7.74,1.62,2.13,0.14,3.68,0.18,0.28,58.04,0.11,0.72,100.95,,,,,
45675,BS001,500.65,502.05,0.01,0.01,0.01,0.5,9.37,5,920,0.7,2,7.26,0.5,30,11,87,,7.22,20,1.58,20,20,2.53,,1330,1,0.99,18,,850,8,0.23,5,23,353,20,0.65,10,20,272,10,87,85,10,50,20,,,10,10,,60,5,,,,10,,,,,,,,,,,17.59,0.1,9.64,0.01,10.02,1.84,4.21,0.16,1.32,0.18,0.54,48.37,0.04,1.05,99.31,,,,,
45681,BS001,508.55,510.55,0.01,0.01,0.01,0.5,8.72,5,740,0.6,2,6.27,0.5,28,14,71,,6.52,20,1.26,10,20,2.43,,1240,1,1.62,15,,820,3,0.19,5,18,445,20,0.58,10,10,242,10,93,68,10,30,20,,,10,10,,60,5,,,,10,,,,,,,,,,,17.34,0.08,8.64,0.01,9.48,1.58,4.3,0.16,2.22,0.18,0.45,50.27,0.05,0.99,100.5,,,,,
