sample_id,desc_id,raw_sample_id,raw_hole_id,raw_depth,source_file,analyst_or_lab,report_date,language,rock_name,rock_name_original,texture,minerals_json,alteration,opaque_minerals,description_text,join_method,qa_notes
42043,D0070,OVD011-126.5,OVD011,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Weakly carbonate altered, minerlized sandy siltstone",,Cryptolepidoblast,"{""rock_forming"": ""Qtz-15-20%, Fsp-5%, clayey-sericite-chlorite agregate-75-80%""}",Qtz-Carb,Tnt-Py-Cpy,Chl-Ser Phyllite. Cut by qtz-carb very fine veins which has Py-Cpy | Microscope rock name: Sandy Siltstone,label,
42049,D0071,OVD011-132.8,OVD011,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Mineralized, altered, fine grained melanocratic Ol-Amph gabbro",,"Poikiloophitic, ophitic","{""rock_forming"": ""Hb-30-35%, Serp+Talc Pseudo aft Ol and Px-35-40%, Pl-15-20%, Bt-5%""}",Serp-Soss-Talc-Act-Carb,Chromite-Mag-Po-Cpy,Microscope rock name: Ol-Hb Gabbro,label,
42086,D0072,OVD011-189.2,OVD011,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Strongly altered, fine to medium grained, Amph-Peridotite",,Panidiomorphic,"{""rock_forming"": ""Hb-35-40%, Serp+Talc Pseudo aft Ol and Opx-30-35%, Alt Px-20-25%""}",Amph-Serp-Talc-Act-Carb,Chromite-Mag-Py,"Primary peridotite's Px and Ol affected by amphibolitization, which is why the amphibole became dominant in the rock. | Microscope rock name: Ol-Hb Peridotite",label,
42111,D0073,OVD014-35.9-36.1,OVD014,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,Garnet-carbonate metasomatite (Skarn),,"Porphyroblast, granoblast","{""rock_forming"": ""Carbonate-50-55%, Garnet-30-35%, Qtz-10-15%""}",,,Skarnization | Microscope rock name: Skarn,label,
42145,D0074,OVD014-88.3,OVD014,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,Strong metasomatized diorite porphyry,,"Porphyritic, microhypidiomorphic","{""rock_forming"": ""Pl-70-75%, Alt Mafic minerals-20-25%, Bt-3-5%, Qtz-1-3%""}",Ser-Pelite-Chl-Musc-Carb,Chromite-Po-Cpy,Microscope rock name: Diorite?,label,
42147,D0075,OVD014-89.8 (A),OVD014,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Altered, fine to medium grained, Pyroxene-Amphibole Gabbro",,"Ophitic, sub-ophitic","{""rock_forming"": ""Alt Pl-40-45%, Hb-35-40%, Alt Cpx-10-15%, Serp Pseu aft Ol-5-10%""}",Serp-Epi-Chl-Ser-Pelite,Mag-Titanite-Py-Cpy,"Zonal Pl are altered by ser+epi at the center. Sometimes small Pl crystals are included in Hb creating poikilitic texture. Hb also
includes Cpx relict. Serpentine+chlorite pseudomorphs could be after Olivine. | Microscope rock name: Px-Amph Gabbro",label,
42147,D0076,OVD014-89.8 (B),OVD014,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Carbonate altered, albite altered, epidote-pyroxene-garnet-carbonate Skarn",,,"{""rock_forming"": ""Ga-25-30%, Cpx-15-20%, Carb-15-20%, Epi-5-10%, Pl-10-15%""}",,Carb+Ab,Skarnization | Microscope rock name: Ep-Cpx-Ga-Carb Skarn,label,
42150,D0077,OVD014-95.8-95.9,OVD014,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Mineralized, altered, fine to medium grained, inequigranular, Px-Amph melanocratic Gabbro",,"Hypidiomorph, sub-ophitic, ophitic","{""rock_forming"": ""Alt Pl-25-30%, Hb-35-40%, Alt Cpx-5-10%, Serp Pseu aft Ol-15-20%""}",Serp-Talc-Epi-Chl-Ser-Carb-Qtz,Mag-Py-Po-Cpy,Microscope rock name: Px-Amph Gabbro,label,
42158,D0078,OVD014-102.3,OVD014,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Mineralized, strong metasomatized, fine to edium grained Peridotite",,"Relict, panidiomorph, granolepidoblast","{""rock_forming"": ""Talc+Chl+Serp Pseu-55-60%, Alt Hb-20-25%, Alt Px-5-10%""}",Carb+Qtz,Chromite-Mag-Py-Pn-Po-Cpy,Microscope rock name: Peridotite,label,
42164,D0079,OVD014-109.6,OVD014,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Weakly mineralized, carbonate-actinolite-chlorite metasomatite after gabbrodiorite",,"Micronematoblast, relict, hypidiomorphic","{""rock_forming"": ""Act-30-35%, Chl-45-50%, Carb-10-15%, Qtz-1-3%, Ilm-1-2%""}",Act-Chl-Qtz-Carb-Leucogsen,Chromite-Ilm-Py,Metasomatite. Under the strong metasomatic alteration the rock completely altered. Protolith is assumed to be Gabbrodiorite or Diorite | Microscope rock name: Carb-Act-Chl Metasom after Gabbrodiorite,label,
42311,D0080,OVD015-94.82,OVD015,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,Chlorite-sericite phyllite (micro-schist),,"Microlepidoblast, Schistous","{""rock_forming"": ""Ser-60-65%, Chl-35-40%, Titanite-1-3%""}",Ser-Chl-Tnt,Tnt-Cpy,Microscope rock name: Chl-Ser Phyllite,label,
42317,D0081,OVD015-102.4,OVD015,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,Fine grained amph-gabbrodiorite,,"Poikilophitic, sub-ophitic, massive","{""rock_forming"": ""Alt Pl-55+60%, Hb-25-30%, Qtz-1-3%""}",Ser-Pelite-Chl-Carb,Chromite-Tnt-Py-Cpy,"The rock is carbonate altered, creating 0.1-1mm wide carbonate lenses and veins. Those carbonate lenses and veins contain ore minerals. 
Plus ore minerals usually assocated with chlorite, carbonates. | Microscope rock name: Amph-Gabbrodiorite",label,
42318,D0082,OVD015-105.1-105.2,OVD015,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,Fine grained Bt-Qtz Diorite (micro-diorite),,"Hypidiomorphic, sub-ophitic, massive","{""rock_forming"": ""Alt Pl-55-60%, Bt-20-25%, Qtz-1-3%""}",Ser-Pelite-Chl-Carb-Hydrogoeth,Tnt-Py,This rock is dyke that cut the gabbrodiorite | Microscope rock name: Bt-Qtz Micro-Diorite,label,
42326,D0083,OVD015-116.1,OVD015,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,Strong carbonate altered Gabbrodiorite porphyry,,"Porphyry like, poikiloophitic, massive","{""rock_forming"": ""Alt Pl-55-60%, Carb+serp+chl Pseud aft \nOl-Hb-30-35%, Bt-5-10%, Qtz-1-3%""}",(Chl-Serp-Carb)-Qtz-Leuc-Ruth,Ilm-Chromite-Py-Po-Cpy,"Ore minerals mainly associated with carbonatization, carbonate chloritization and carbonate veinlets. | Microscope rock name: Gabbrodiorite Porphyry",label,
42349,D0084,OVD015-140.6,OVD015,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Weakly mineralized, altered, melanocratic Gabbro porphyry (Porphyry like, weakly mineralized, altered melanocratic gabbro",,"Nevadite-porphyritic, poikiloophitic,","{""rock_forming"": ""Alt Pl-25-30%, Hb-30-35%, \nTalc+Serp Pseudo aft Ol and Px-30-35%, Bt-5%, Qtz-1-3%""}",Serp-Soss-Talc-Act-Carb-Qtz,Ilm-Chromite-Mag-Po-Cpy,Microscope rock name: Olivine Gabbro,label,
42368,D0085,OVD015-158.7,OVD015,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Weakly mineralized, altered, fine to medium grained, melanocratic Gabbro (Amph-Peridotite)",,"Poikilophitic, ophitic, relict panidiomorphic","{""rock_forming"": ""Hb-35-40%, Serp+Talc Pseudo aft Ol-40-45%, Pl-10%, Bt-3-5%""}",Serp-Soss-Talc-Chl-Act-Carb (few),Chromite-ilm-Mag-Py-Po-Cpy,"Hb rarely, weakly altered by Act and Bt. Those altered part includes smaller Pl crystals creating poiklitic texture and this altered Hb also replaced 
talc-serpentine pseudomorph after Olivine's crystal by outer rim. That talc-serpentine pseudomorph, sometimes, is formed by pyroxene. | Microscope rock name: Amph-Peridotite",label,
42376,D0086,OVD015-165.5,OVD015,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Weakly mineralized, altered, fine to medium grained Amph-Peridotite",,"Poikilitic, relict panidiomorphic","{""rock_forming"": ""Talc+Serp Pseudo aft Ol and Px-40-45%, Hb-35-40%, Ol-8-10%, Pl-8-10%,\nBt-5-8%""}",Serp-Soss-Talc-Chl-Act,Chromite-illm-Mag-Py-Po-Cpy,Same as OVD015-158.7 | Microscope rock name: Amph-Peridotite,label,
OVD015@175.4,D0087,OVD015-175.4,OVD015,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Weakly mineralized, altered, fine to medium grained Px-Amph Gabbrodiorite",,"Hypidiormorphic, sub-ophitic","{""rock_forming"": ""Alt Pl-60-65%, Hb-15-20%, Cpx-15-20%, Alt Bt-5%,""}",Serp-Pelite-Act-Chl-Epi-Carb,illm-Py-Po-Cpy,Microscope rock name: Px-Amph Gabbrodiorite,label,
42388,D0088,OVD015-175.5 (A),OVD015,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Strong mineralized, altered, fine to medium grained Amph-Peridotite 
(contains weakly mineralized, altered, fine to medium grained Px-Amph Gabbrodiorite lens)",,"Porphyry like, hypidiomorphic, poikiloophitic, ophitic","{""rock_forming"": ""Talc+Serp Pseudo aft Ol and Px-40-45%, Hb-35-40%, Ol-8-10%, Pl-8-10%,\nBt-5-8%""}",Ser-Pelite-Act-Chl,Mag-Chromite-Py-Po-Cpy,"Sample composed of 3 rock types' parts. The main host intrusive is Hb-Peridotite, It contains 2 different rocks composed of different mineral 
composition. Ore minerals evenly disseminated through rock and associated with mafic phase. | Microscope rock name: Amph-Peridotite",label,
42388,D0089,OVD015-175.5 (B),OVD015,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Weakly mineralized, altered, fine to medium grained Px-Amph Gabbrodiorite",,"Hypidiomorphic, sub-ophitic","{""rock_forming"": ""Alt Pl-60-65%, Hb-20-25%, Alt Px-10-15%, Alt Bt-5%""}",Ser-Pelite-Act-Chl-Carb,illm-Py-Po-Cpy,Microscope rock name: Px-Amph Gabbrodiorite,label,
42392,D0090,OVD015-177.4,OVD015,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Strong mineralized, altered, fine to medium grained Amph-Peridotite",,"Poikiloophitic, relict panidiomorphic","{""rock_forming"": ""Talc+Serp Pseudo aft Ol and Px-40-45%, Hb-35-40%, Pl-10-15%, Bt-5-8%""}",Serp-Soss-Talc-Chl-Act,Chromite-Mag-Py-Po-Cpy,Microscope rock name: Amph-Peridotite,label,
42615,D0091,OVD020-60.6,OVD020,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Weakly mineralized, altered melanocratic gabbro porphyry",,"Nevadite-porphyritic, poikiloophitic, 
hypidiomorphic","{""rock_forming"": ""Pl-30-35%, Hb-30-35%, Alt Ol-20-25%, Bt-5-10%, Qtz-1-3%""}",Serp-Soss-Talc-Act-Carb,Illm-Chromite-Mag-Po-Cpy,Microscope rock name: Olivine Gabbro Porphyry,label,
42638,D0092,OVD020-101.4,OVD020,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Weakly mineralized, altered, melanocratic Gabbro porphyry (Porphyry like melanocratic Gabbro)",,"Porphyry like, poikiloophitic, hypidiomorphic","{""rock_forming"": ""Pl-30-35%, Hb-30-35%,\nSerp and Talc Pseudo aft Ol-20-25%, Bt-5-10%, Qtz-1-3%""}",Serp-Soss-Talc-Act-Carb,illm-Chromite-Mag-Py-Po-Cpy,Microscope rock name: Olivine Gabbro Porphyry,label,
42653,D0093,OVD020-124.2,OVD020,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,Garnet-Qtz-Carbonate metamorphic rock,,,,,,Microscope rock name: Ga-Qtz-Carb Metamorphic rock,label,
43201,D0094,OVD21-42.3,OVD21,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Mineralized, metasomatized medium grained Amph-peridotite 
(melanocratic Gabbro?)",,"Hypidiomorph, poikilitic","{""rock_forming"": ""Px-15-20%, Hb-20-25%, Alt Ol-15-20%""}",Serp-Soss-Talk-Act-Bt,Chromite-Mag-Pn-Po-Cpy-PGE?,"Pyroxenes are Opx and Cpx. Serpentine partially replaced Px. Hb sometimes Bt, partially, sometimes strongly replaced Px.
Ol also associated with Px and replaced by Serp+Mag.Hb weakly replaced by Act, and sometimes Bt in outer rim.
Pl are few and formed between major Px and Hb coarse crystals as interstitial space filling.  Sometimes Po replaced by Millerite.
Cpy usually repaced the Po. Sometimes Cpy look alike Po. | Microscope rock name: Amph-Peridotite",label,
43220,D0095,OVD21-76.6,OVD21,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Mineralized, serpentinitized, fine to medium grained Amph-peridotite",,"Relict, Hypidiomorph, Poikilitic, Sidernitleg","{""rock_forming"": ""Serp aft Ol+Px-40-45%, Hb-20-25%\nAlt Pl-5%, Alt Cpx-5-10%, Bt-3-5%""}",Serp-Soss-Talc-Act-Bt,Mag-Py-Pn-Po-Cpy,"Serp+Ol and Serp+Px are replaced by Hb and Bt by outer rim. Sometimes Ol and Px are included in large Hb crystals as poikilitic texture.
Hb are replaced by Act and Bt by outer rim. Pl are few and formed interstitial space filling texture between Ol and Px crystals.
Ore minerals: Po is dominant and it replaced Mag and Pn, but is replaced by Cpy. Cpy usually replaced Po. | Microscope rock name: Amph-Peridotite",label,
43233,D0096,OVD21-94.4,OVD21,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Mineralized, serpentinitized, fine to medium grained Amph-peridotite",,"Relict, Hypidiomorph, Poikilitic, Sidernitleg","{""rock_forming"": ""Serp aft Ol+Px-40-45%, Hb-15-20%\nAlt Pl-8-10%, Alt Cpx-5-10%, Bt-5-10%""}",Serp-Soss-Talc-Iddinsite-Act-Bt,Mag-Pn-Po-Cpy,"Same as OVD21-76.6, plus Serpentine+Talc+Bt+Fucsite+Iddinsite pseudomorphs formed after strong alteration of Ol and Px. 
Serpentine altered Ol and Px latter strongly replaced by Amph and Bt by outer rim. Sometimes there are Ol & Px relicts. 
Hb are weakly replaced by Act, Bt and Fucsite by outer rim. | Microscope rock name: Amph-Peridotite",label,
43241,D0097,OVD21-107,OVD21,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Mineralized, altered, fine to medium grained Px-Bt-Amph gabbro",,"Relict, Hypidiomorph, Poikilitic","{""rock_forming"": ""Alt Pl-40-45%, Hb-20-25%, Alt Cpx-5%, Serp aft Ol-5-8%, Bt-5-10%""}",Serp-Epi-Act-Chl,Mag-Pn-Po-Cpy,"The rock is Pl dominated. Pl are zonal and replaced by epi, act and sericite at central part. Hb are replaced by Bt in outer rim, and includes Cpx small agregates, sometimes includes Pl small crystals as poikilitic texture. Bt are strongly altered, sometimes completely, to Epi, Chl. Bt usually replaced Hb and sometimes associated with ore minerals. Also, in some observation, Ol could be replaced by Cpx? | Microscope rock name: Px-Bt-Amph Gabbro",label,
43249,D0098,OVD21-116.1,OVD21,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Mineralized, serpentinitized, fine to medium grained Amph-peridotite",,"Relict, Hypidiomorph, Poikilitic, Sidernitleg","{""rock_forming"": ""Serp aft Ol+Px-40-45%, Hb-15-20%\nAlt Pl-5-10%, Alt Cpx-5-10%, Bt-5-10%""}",Serp-Soss-Talc-Iddinsite-Act-Bt,Mag-Pn-Po-Cpy-Sph,"Same as OVD21-76.6. Difference, however, Ol and Px replaced by serpentine, yet, not completely pseudomorphosed as it in OVD021-76.6. In other words, serpentinization was not strong as it was in those samples. Talc, biotite and fucsites are weakly associated with serpentinization. | Microscope rock name: Amph-Peridotite",label,
43265,D0099,OVD21-146.9,OVD21,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Mineralized, serpentinitized, fine to medium grained Amph-Peridotite",,"Relict, Hypidiomorph, Poikilitic, Sidernitleg","{""rock_forming"": ""Serp aft Ol+Px-45-50%, Hb-20-25%, Alt Pl-1-3%, Bt-10-15%,""}",Serp-Soss-Talc-Iddingsite-Act-Bt,Mag-Pn-Po-Cpy,Same as OVD021-76.6. Here in this rock Ol and Px mostly replaced by serpentine completely creating serpentine pseudormorph | Microscope rock name: Amph-Peridotite,label,
43267,D0100,OVD21-148.8,OVD21,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Mineralized, serpentinitized, fine to medium grained Amph-Peridotite",,,"{""rock_forming"": ""Serp aft Ol+Px-45-50%, Hb-20-25%, Alt Pl-1-3%, Bt-10-15%,""}",,,Microscope rock name: Amph-Peridotite,label,
43280,D0101,OVD21-165.2,OVD21,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Mineralized, altered gabbro porphyry",,,,,,Microscope rock name: Gabbro Porphyry,label,
42807,D0102,SC04-168.3,SC04,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Mineralized, chlorite-sericite micro-schist",,"Microgranolepidoblast, schistous, Spotty","{""rock_forming"": ""Sericite-55-60%,Chlorite-25-30%, Qtz-8-10%, Titanite-8-10%""}",Ser-Chl-Qtz-Carb,Tnt-Py-Cpy,Microscope rock name: Chl-Ser Micro-Schist,label,
42808,D0103,SC04-171,SC04,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Carbonatized, silicified metasomatized andesite",,"Porphyritic, mendal","{""rock_forming"": ""Alt Pl-55-60%, Alt Mafic minerals-10-15%, Sphene-1-3%""}",Ser-Chl-Act-Carb-Qtz,Py-Po-Cpy,Ore minerals associated and included in Qtz-Carbonate mendals. | Microscope rock name: Andesite,label,
SC04@280.7,D0104,SC04-280.7,SC04,,Yambat_petrography_samples_2022-2024_from_Core___grab__Petrography_bichiglel_table.csv,not stated,,en,"Mineralized, alkalic qtz diorite porphyry",,"Porphyritic, micro-hypidiomorphic","{""rock_forming"": ""Alt Pl-55-60%, Alt Mafic minerals-20-25%, Qtz-5-8%, Ksp-3-5%, illm-3-5%, Tnt-1%""}",Ser-Epi-Chl-Ruth-Act-Carb,illm-Py-Po-Cpy,Microscope rock name: Alkalic Qtz Diorite Porphyry,label,
40579,D0105,40579,OVD-004,36m,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,Amphibole micro-gabbro,,,,,,Amphibole micro-gabbro,tag,
40605,D0106,40605,OVD-004,91m,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,Amphibole-orthoperoxene micro-gabbro,,,,,,Amphibole-orthoperoxene micro-gabbro,tag,
40574,D0107,40574,OVD-004,28m,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,Oxidized Amphibole gabbro,,,,,,Oxidized Amphibole gabbro,tag,
40635,D0108,40635,OVD-005,53m,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,Amphibole micro-gabbro,,,,,,Amphibole micro-gabbro,tag,
40645,D0109,40645,OVD-005,71m,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,Amphibole gabbro,,,,,,Amphibole gabbro,tag,
40715,D0110,40715,OVD-007,98.2,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,Shale (weak schistosity),,,,,,Shale (weak schistosity),tag,
40628,D0111,40628,OVD-005,40.5m,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,Amphibole gabbro,,,,,,Amphibole gabbro,tag,
40530,D0112,40530,OVD-003,157.5m,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,Amphibole micro-gabbro,,,,,,Amphibole micro-gabbro,tag,
40899,D0113,40899,OVD-001,15.5m,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,Pelitic rock (weak schistosity),,,,,,Pelitic rock (weak schistosity),tag,
40900,D0114,40900,OVD-001,56.8m,Drillhole Petrograph_2023__Sheet1.csv,Oyunjargal,,en,Altered fine-meduim grained biotite-amphibole gabbro,,,,,,Altered fine-meduim grained biotite-amphibole gabbro,tag,
40901,D0115,40901,OVD-002,20.4m,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,Oxidized Amphibole gabbro,,,,,,Oxidized Amphibole gabbro,tag,
40902,D0116,40902,OVD-002,87.4m,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,Pelitic rock,,,,,,Pelitic rock,tag,
40903,D0117,40903,OVD-001,7.15m,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,Gossan (Iron oxide-calcite-quartz. The original lithofacies are not identification.),,,,,,Gossan (Iron oxide-calcite-quartz. The original lithofacies are not identification.),tag,
40904,D0118,40904,OVD-002,44.2m,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,,,,,,,,tag,empty petrographic determination
40905,D0119,40905,OVD-001,35.8m,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,Strong altered diabase,,,,,,Strong altered diabase,tag,
40906,D0120,40906,OVD-002,126.4m,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,Black schist,,,,,,Black schist,tag,
40907,D0121,40907,OVD-001,62.4m,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,Strong altered diabase,,,,,,Strong altered diabase,tag,
40908,D0122,40908,OVD-001,8.6m,Drillhole Petrograph_2023__Sheet1.csv,Mireslab,,en,Gossan (Copper-iron-oxide. The original lithofacies is not identified.),,,,,,Gossan (Copper-iron-oxide. The original lithofacies is not identified.),tag,
