#,Drillhole,X,Y,Sample interval,Sample interval,SAMPLE_ID,Petrographer,Өнгөлгөө,Year,Sample analysis,Sample analysis,Sample analysis,Sample analysis,Sample analysis,Sample analysis,Sample analysis,Field Lithology,New Lithology by Petrographic,New Lithology by iOGAS,Cr/V,Sr/Rb,PGM-ICP27,PGM-ICP27,PGM-ICP27,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,Cu-OG62,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,Ni-OG62,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,ME-ICP61,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC40M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,IC90M,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,ME-XRF26,XRF76V,XRF76V,XRF76V,XRF76V,XRF76V
#,Drillhole,X,Y,Sample interval,Sample interval,SAMPLE_ID,Petrographer,Өнгөлгөө,Year,Polished thin section,Thin section,ASD,XRD,Fluid inclusion,EDS,EPMA,Field Lithology,New Lithology by Petrographic,New Lithology by iOGAS,Cr/V,Sr/Rb,Au ppm,Pt ppm,Pd ppm,Ag ppm,Al %,As ppm,Ba ppm,Be ppm,Bi ppm,Ca %,Cd ppm,Co ppm,Cr ppm,Cu ppm,Cu %,Fe %,Ga ppm,K %,La ppm,Li ppm,Mg %,MgO %,Mn ppm,Mo ppm,Na %,Ni ppm,Ni % ppm,P %,Pb ppm,S %,Sb ppm,Sc ppm,Sr ppm,Th ppm,Ti %,Tl ppm,U ppm,V ppm,W ppm,Zn ppm,Zr ppm,Se PPM,Rb PPM,Y PPM,Nb PPM,In PPM,Sn PPM,Te PPM,Cs PPM,Ce PPM,Tb PPM,Yb PPM,Lu PPM,Hf PPM,Ta PPM,Pr PPM,Nd PPM,Sm PPM,Eu PPM,Gd PPM,Dy PPM,Ho PPM,Er PPM,Tm PPM,Ge PPM,Al2O3 %,BaO %,CaO %,Cr2O3 %,Fe2O3 %,K2O %,MgO %,MnO %,Na2O %,P2O5 %,SO3 %,SiO2 %,SrO %,TiO2 %,Total %,PbO %,CuO %,TiO2 %,V2O5 %,ZnO %
163,OVD027,722024,5144354.55,79,OVD027-79,47198,Altantsetseg,ok,2024,x,,,,,,,Semi massive,Peridotite,,10.716216216216216,#DIV/0!,0.03,0.04,0.05,1.3,3.6,5,80,0.5,5,2.26,0.9,381,793,3940,0.394,16.7,10,0.27,10,10,11.25,18.6525,1185,1,0.72,6090,0.609,0.054,17,5.9,5,10,257,20,0.29,10,10,74,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,OVD027,722024,5144354.55,79.7,OVD027-79.7,47197,Altantsetseg,ok,2024,x,,,,,,,Gabbro mineralized,Gabbro,,8.833333333333334,#DIV/0!,0.05,0.05,0.07,1.7,5.05,5,110,0.5,3,2.97,1,385,689,4170,0.417,15.7,10,0.37,10,20,9.14,15.15412,1020,2,0.98,6260,0.626,0.057,22,6.16,5,10,477,20,0.31,10,10,78,10,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,OVD027,722024,5144354.55,94.4,OVD027-94.4,47199,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Olivine gabbro,,5.63125,#DIV/0!,0.04,0.03,0.05,1.9,3.71,8,330,0.5,5,2.24,1,263,901,4050,0.405,16.45,10,0.45,10,20,11.55,19.1499,1520,1,0.7,4460,0.446,0.071,30,4.01,5,11,274,20,0.46,10,10,160,10,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,OVD027,722024,5144354.55,98.1,OVD027-98.1,47200,Altantsetseg,,2024,x,,,,,,,Massive sulphide top contact,Gabbrodiorite,,0.25,#DIV/0!,0.44,0.51,0.63,26.1,0.09,5,10,0.5,2,0.03,11.4,901,4,10000,6.09,50,10,0.01,10,10,0.05,0.0829,826,3,0.02,10000,3.11,0.001,238,10,5,1,1,20,0.02,10,10,16,10,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,OVD027,722024,5144354.55,99,OVD027-99,47091,Altantsetseg,,2024,,,,,,,,Massive sulphide,Massive sulphide,,0.2857142857142857,#DIV/0!,0.16,0.41,0.59,23,0.07,6,10,0.5,2,0.03,9.4,996,4,10000,5.51,50,10,0.01,10,10,0.05,0.0829,771,3,0.01,10000,3.4,0.001,204,10,5,1,1,20,0.01,10,10,14,10,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,OVD027,722024,5144354.55,109.8,OVD027-109.8,47092,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Peridodtite,,15.775510204081632,#DIV/0!,0.08,0.11,0.15,7.4,1.86,5,30,0.5,2,1.09,2.5,589,773,10000,1.445,24.8,10,0.1,10,20,9.91,16.43078,1080,1,0.25,10000,1.23,0.023,61,10,5,6,136,20,0.13,10,10,49,10,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,OVD027,722024,5144354.55,116.8,OVD027-116.8,47093,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Olivine gabbro,,8.23157894736842,#DIV/0!,0.07,0.04,0.06,3.2,4.06,14,40,0.5,2,2.42,1.3,149,782,3990,0.399,10.6,10,0.16,10,40,13.25,21.9685,1250,1,0.34,2510,0.251,0.071,35,1.64,5,14,222,20,0.39,10,10,95,10,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,OVD027,722024,5144354.55,120.4,OVD027-120.4,47094,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Olivine gabbro,,7.178217821782178,#DIV/0!,0.02,0.01,0.01,1,4.36,5,70,0.5,2,2.7,0.5,118,725,1005,0.1005,9.32,10,0.21,10,40,13.55,22.4659,1375,1,0.51,1455,0.1455,0.076,14,0.84,5,14,303,20,0.41,10,10,101,10,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,OVD027,722024,5144354.55,135,OVD027-135,47095,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,gneiss,,2.5454545454545454,#DIV/0!,0.03,0.03,0.04,0.9,6.67,13,240,0.6,2,6.9,0.5,90,392,1735,0.1735,7.93,10,0.36,20,40,6.96,11.539679999999999,1230,1,1.65,1335,0.1335,0.09,8,1.44,5,25,730,20,0.47,10,10,154,10,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,OVD028,721790.4,5144754,38,OVD028-38,OVD028-38,Altantsetseg,,2024,,x,,,,,,Gravely sandstone,Sandstone,,1.1926605504587156,#DIV/0!,,,,0.5,7.86,6,280,0.8,2,2.87,0.5,39,260,95,,7.18,10,0.79,10,70,4.26,7.063079999999999,1330,1,2.71,129,0.0129,0.09,8,0.27,5,32,529,20,0.51,10,10,218,10,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,OVD028,721790.4,5144754,16.8,OVD028-16.8,47096,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Peridodtite,,6.018348623853211,#DIV/0!,0.02,0.01,0.03,0.7,4.64,5,110,0.5,2,5.11,0.5,118,656,1060,0.106,8.82,10,0.38,10,60,10.15,16.8287,1185,1,0.73,1435,0.1435,0.072,8,0.39,5,14,374,20,0.41,10,10,109,10,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,OVD028,721790.4,5144754,21.2,OVD028-21.2,47097,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Peridodtite,,7.102803738317757,#DIV/0!,0.02,0.01,0.02,0.5,4.75,13,90,0.6,2,4.1,0.5,108,760,798,,8.89,10,0.33,10,80,10.75,17.8235,1170,1,0.61,1225,0.1225,0.086,7,0.08,5,14,308,20,0.46,10,10,107,10,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,OVD028,721790.4,5144754,23.5,OVD028-23.5,47098,Altantsetseg,,2024,x,,,,,,,Diabase,Diabase,,4.256983240223463,#DIV/0!,0.02,0.01,0.02,0.7,5.97,9,120,0.5,2,5.84,0.5,90,762,1025,0.1025,7.96,10,0.54,10,90,7.4,12.2692,993,1,0.51,1135,0.1135,0.063,8,1.77,5,25,314,20,0.34,10,10,179,10,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,OVD028,721790.4,5144754,26.9,OVD028-26.9,47099,Altantsetseg,,2024,x,,,,,,,Breccia,Peridodtite,,3.379032258064516,#DIV/0!,0.11,0.09,0.14,2.6,5.38,10,150,0.5,2,4.88,0.6,203,419,5760,0.576,11.6,10,0.58,20,40,7.05,11.688899999999999,1205,1,0.85,4540,0.454,0.087,21,4.06,5,19,322,20,0.42,10,10,124,10,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,OVD028,721790.4,5144754,28.9,OVD028-28.9,47100,Altantsetseg,,2024,x,,,,,,,Gabbro mineralized,Olivine gabbro,,3.5343511450381677,#DIV/0!,0.05,0.04,0.05,1.1,6.37,5,170,0.6,2,6.72,0.6,96,463,2040,0.204,8.56,10,0.56,20,40,6.81,11.29098,1450,1,1.14,1615,0.1615,0.094,10,1.35,5,20,485,20,0.49,10,10,131,10,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,OVD029,722135.08,5144173.45,4,OVD029-4,OVD029-4,Altantsetseg,,2024,x,,,,,,,Granodiorite,Granodiorite,,0.09282700421940929,#DIV/0!,0.01,0.01,0.01,0.5,7.92,5,260,0.8,2,5.07,0.5,23,22,28,,5.78,20,0.52,30,20,2.29,3.79682,900,1,3.47,27,0.0027,0.332,7,0.02,5,22,672,20,0.88,10,10,237,10,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,OVD029,722135.08,5144173.45,122.4,OVD029-122.4,OVD029-122.4,Altantsetseg,,2024,x,,,,,,,Gabbro,Gabbrodiorite,Gabbro,2.388157894736842,#DIV/0!,0.01,0.01,0.01,0.5,6.28,64,110,0.6,2,4.99,0.5,53,363,77,,6.67,10,0.17,20,50,6.91,11.45678,1150,1,1.92,298,0.0298,0.088,5,0.15,5,21,466,20,0.42,10,10,152,10,74,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,0.01,6.97,0.09,9.68,0.18,11.9,0.15,2.71,0.21,0.38,42.5,0.05,0.82,100.6,,,,,
183,OVD029,722135.08,5144173.45,129.4,OVD029-129.4,OVD029-129.4,Altantsetseg,,2024,x,,,,,,,Gabbro,Gabbro,,3.8253968253968256,#DIV/0!,0.01,0.01,0.01,0.9,2.99,715,20,0.5,2,11.7,1.6,85,241,1215,0.1215,6.26,10,0.02,10,20,5.14,8.52212,1850,1,1.2,1360,0.136,0.042,81,1.17,5,9,1035,20,0.16,10,10,63,10,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,OVD030,722116,5144136,124.3,124.3,41524,SHUTIS,,2025,+,,,,,,,Weakly mineralized gabbro,Хувирсан оливин габбро,Peridotite,5.728971962616822,13.2,0.03,0.02,0.02,1.1,4.76,6,90,0.5,2,4.04,1.5,131,613,1985,,9.01,10,0.13,10,30,9.86,16.34788,1095,1,1.18,2020,,850,21,1.5,5,15,396,20,0.41,10,10,107,10,88,71,10,30,10,5,,10,10,,50,,,,,10,,,,,,,,,,,9.76,0.01,5.95,0.15,13.93,0.17,17.35,0.15,1.78,0.2,4.18,41.28,0.05,0.73,103.7,,,,,
185,OVD030,722116,5144136,161.7,161.7,41546,SHUTIS,,2025,+,,,,,,,Poorly mineralized gabbro,Оливин габбро,Peridotite,4.504,27.05,0.01,0.01,0.01,0.5,5.68,14,190,0.7,2,3.72,0.7,93,563,591,,8,10,0.38,10,80,10.05,16.6629,1230,1,1.29,1100,,1050,2,0.57,5,18,541,20,0.57,10,10,125,10,82,101,10,20,20,5,,10,10,,60,,,,,10,,,,,,,,,,,11.41,0.01,5.35,0.13,12.3,0.47,17.75,0.16,1.86,0.23,1.5,44.78,0.06,0.93,101.95,,,,,
186,OVD030,722116,5144136,194,194m,41565,SHUTIS,,2025,,,,,,,,Poorly mineralized gabbro,Карбанат хээрийн габбро,Alkalic Gabbro,3.827067669172932,30.55,0.02,0.01,0.02,0.7,5.74,12,220,0.7,2,4.38,0.6,90,509,920,,8,10,0.32,10,40,8.7,14.424599999999998,1420,1,1.5,1155,,1240,2,0.71,5,18,611,20,0.58,10,10,133,10,76,105,10,20,20,5,,10,10,,60,,,,,10,,,,,,,,,,,11.67,0.02,6.53,0.12,12.6,0.4,16.05,0.19,2.19,0.28,1.89,45.32,0.07,0.98,103.7,,,,,
187,OVD030,722116,5144136,268.8,268.8,41582,SHUTIS,,2025,,,,,,,,Diorite,Хувирсан кварцат диорит,Diorite,3.2282608695652173,12.4,0.01,0.01,0.01,0.5,5.1,18,10,0.6,2,9.64,0.5,48,594,101,,6.21,10,0.01,20,70,6.55,10.8599,1175,1,0.05,368,,1080,2,0.34,5,26,620,20,0.32,10,10,184,10,64,52,10,50,10,5,,10,10,,60,,,,,10,,,,,,,,,,,9.62,0.01,13.7,0.14,8.85,0.01,10.95,0.14,0.05,0.23,0.82,38.96,0.06,0.53,99.46,,,,,
188,OVD030,722116,5144136,30.4,30.4,41504,SHUTIS,,2025,,,,,,,,Diorite,Хувирсан габбро,,1.7681159420289856,15.7,,,,0.5,6.53,19,110,0.5,2,4.28,0.5,36,244,19,,5.69,10,0.27,10,50,5.08,8.42264,756,1,2.03,146,,1040,2,0.01,5,21,314,20,0.46,10,10,138,10,71,65,10,20,10,5,,10,10,,60,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,OVD030,722116,5144136,69.9,69.9,41508,SHUTIS,,2025,,,,,,,,Unmineralized Gabbro,Оливинтой габбронорит,,1.7393939393939395,20.833333333333332,,,,0.5,7.45,5,220,0.6,2,5.95,0.6,47,287,25,,6.77,10,0.59,20,20,6.11,10.13038,1215,1,2.06,180,,1110,2,0.08,5,26,625,20,0.56,10,10,165,10,79,84,10,30,20,5,,10,10,,60,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,OVD032,721902.78,5144110,336.9,336.9,41799,SHUTIS,,2025,+,,,,,,,Gabbrodiorite,Кварц‑карбонат метасоматит,Peridotite,0.912751677852349,16,0.01,0.01,0.01,0.5,8.48,5,40,0.8,2,5.15,0.5,44,272,108,,8.71,20,0.33,20,110,5.11,8.47238,1450,1,0.58,96,,1020,5,0.29,5,36,320,20,0.68,10,10,298,10,103,107,10,20,20,5,,10,10,,70,,,,,10,,,,,,,,,,,16.74,0.01,7.36,0.05,12.61,0.36,8.85,0.19,0.55,0.22,0.73,43.54,0.04,1.12,100.3,,,,,
191,OVD033,722082.25,5144356.75,312.8,312.8,43307,SHUTIS,,2025,+,,,,,,,Siltstone,хүдрийн эрдэсжилттэй хээрийн жонш -карбонат-кварцын метасоматит,,0.7514450867052023,16.85,0.01,0.01,0.01,0.5,7.77,8,10,1.2,2,9.48,0.5,27,130,86,,6.43,10,0.04,20,70,3.82,6.333559999999999,1290,1,0.09,68,,770,8,1.04,5,24,337,20,0.58,10,10,173,10,88,111,10,20,20,5,,10,10,,60,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,OVD033,722082.25,5144356.75,331.8,331.8,43311,SHUTIS,,2025,,,,,,,,Gabbrdiorite ,Эпидотот амфиболит,,1.01171875,18.9,0.01,0.01,0.01,0.5,6.98,7,10,0.6,2,9.38,0.5,41,259,40,,7.04,10,0.01,20,40,5.45,9.0361,1380,1,0.05,100,,780,4,0.51,5,33,378,20,0.55,10,10,256,10,85,72,10,20,20,5,,10,10,,70,,,,,10,,,,,,,,,,,13.54,0.01,13.65,0.06,10.24,0.01,9.44,0.17,0.07,0.18,1.25,43.2,0.04,0.92,100.55,,,,,
193,OVD035,721919.026,5144627.521,47.4,47.4,46336,SHUTIS,,2025,+,,,,,,,Gabbrodiorite,Диорит,,1.3630952380952381,24.066666666666666,0.01,0.01,0.01,0.5,7.41,5,270,0.5,2,6.41,0.5,39,229,68,,5.49,10,0.97,20,60,5.02,8.32316,1055,1,1.67,235,,770,5,0.23,5,21,722,20,0.42,10,10,168,10,57,64,10,30,20,5,,10,10,,70,,,,,10,,,,,,,,,,,14.26,0.02,8.84,0.05,7.83,1.1,8.34,0.13,2.05,0.15,0.53,46.14,0.07,0.69,97.37,,,,,
194,OVD035,721919.026,5144627.521,58.5,58.5,46342,SHUTIS,,2025,+,,,,,,,Gabbrodiorite,Эвэрттугмат габбродиорит,,1.4885057471264367,27.6,0.01,0.01,0.01,0.5,7.51,13,220,0.5,2,6.19,0.5,46,259,65,,5.97,10,1.08,10,60,6.19,10.263020000000001,1040,1,1.4,307,,620,2,0.43,5,24,552,20,0.41,10,10,174,10,58,55,10,20,10,5,,10,10,,60,,,,,10,,,,,,,,,,,14.16,0.02,8.49,0.06,8.33,1.23,9.92,0.13,1.84,0.13,0.98,45.53,0.06,0.66,98.71,,,,,
195,OVD036,721906,5144595,108.8,108.8,46381,SHUTIS,,2025,+,,,,,,,Hb Peridotite,Пикрит,,6.514563106796117,7.075,0.05,0.04,0.06,0.9,4.25,5,70,0.5,2,3.62,0.7,165,671,2550,,10.55,10,0.26,10,50,13.2,21.885599999999997,1295,1,0.4,2910,,770,8,2.43,5,15,283,20,0.39,10,10,103,10,93,64,10,40,10,5,,,10,,50,,,,,10,,,,,,,,,,,8.16,0.01,4.98,0.14,15.27,0.29,20.9,0.16,0.59,0.17,5.81,39.58,0.03,0.64,105.5,,,,,
196,OVD036,721906,5144595,121.5,121.5,46393,SHUTIS,,2025,+,,,,,,,Olivine Gabbro,Хувирсан оливинт габбро,,3.8285714285714287,22.45,0.15,0.07,0.08,2.9,6.02,5,190,0.6,2,4.04,1.2,80,536,3190,,7.89,10,0.7,20,40,8.94,14.822519999999999,1105,1,1.34,1065,,1050,31,0.84,5,18,449,20,0.54,10,10,140,10,82,92,10,20,20,5,,,10,,60,,,,,10,,,,,,,,,,,11.95,0.02,5.86,0.12,11.94,0.82,15.1,0.15,1.85,0.24,2.1,44.56,0.05,0.9,101.85,,,,,
197,OVD036,721906,5144595,29.4,29.4,46363,SHUTIS,,2025,,,,,,,,Gabbrodiorite,Габбродиорит,,1.2287581699346406,13.5,0.01,0.01,0.01,0.5,7.48,39,200,0.5,2,6.04,0.5,33,188,82,,5.38,10,0.97,20,100,3.87,6.41646,925,1,1.05,195,,840,3,0.01,5,19,540,20,0.42,10,10,153,10,44,63,10,40,10,5,,,10,,70,,,,,10,,,,,,,,,,,14.3,0.01,8.3,0.04,7.76,1.1,6.43,0.12,1.4,0.18,0.01,45.11,0.06,0.69,98.44,,,,,
198,OVD036,721906,5144595,89.2,89.2,46369,SHUTIS,,2025,+,,,,,,,Gabbrodiorite,Андезитын туф,,1.310880829015544,8.2,0.01,0.01,0.01,0.5,6.28,5,80,0.5,2,3.34,0.5,27,253,60,,5.39,10,0.19,10,40,3.24,5.37192,1155,1,3.12,75,,720,3,0.15,5,23,246,20,0.36,10,10,193,10,67,41,10,30,10,5,,,10,,50,,,,,10,,,,,,,,,,,15.56,0.01,5.84,0.06,9.96,0.27,6.87,0.19,5.19,0.21,0.44,51.18,0.04,0.75,100.7,,,,,
199,OVD038,721906,5144595,137.57,137.57,46470,SHUTIS,,2025,+,,,,,,,Diorite,Хувирсан андезит,,0.8708133971291866,85.25,0.01,0.01,0.01,0.5,5.63,8,50,0.6,2,7.91,0.5,28,182,61,,5.36,10,0.27,10,50,3.27,5.42166,1265,1,1.12,88,,440,5,0.4,5,23,1705,20,0.38,10,10,209,10,65,38,10,20,10,5,,,10,,70,,,,,10,,,,,,,,,,,11.06,0.01,11.4,0.04,7.85,0.32,5.77,0.16,1.5,0.1,0.96,50.61,0.18,0.61,99.42,,,,,
200,OVD038,721906,5144595,22.5,22.5,46440,SHUTIS,,2025,,,,,,,,Altereted Gabbrodiorite,Карбанаттай метасоматит,,1.35625,10.3,0.01,0.01,0.01,0.5,7.42,15,190,0.5,2,5.9,0.5,39,217,58,,5.4,10,0.73,20,80,4.34,7.19572,990,1,1.6,246,,930,2,0.01,5,20,412,20,0.38,10,10,160,10,56,57,10,40,20,5,,,10,,80,,,,,10,,,,,,,,,,,14.05,0.01,8.2,0.05,7.96,0.84,7.37,0.12,2.19,0.2,0.01,44.36,0.04,0.72,97.21,,,,,
201,OVD038,721906,5144595,40.3,40.3,46451,SHUTIS,,2025,+,,,,,,,Px Hb Gabbro,Хувирсан габбро,,1.3205741626794258,48.05,0.01,0.01,0.01,0.5,6.66,5,410,0.7,2,5.73,0.5,56,276,232,,7.67,10,0.8,20,60,6.22,10.312759999999999,1415,1,1.32,397,,1070,5,1.2,6,24,961,20,0.59,10,10,209,10,84,88,10,20,20,5,,,10,,80,,,,,10,,,,,,,,,,,12.7,0.05,8.24,0.06,11.2,0.92,10.4,0.18,1.84,0.24,2.93,42.83,0.1,0.98,99.99,,,,,
202,OVD038,721906,5144595,53.4,53.4,46459,SHUTIS,,2025,+,,,,,,,Olivine Gabbro,Оливин габбро,,2.732876712328767,68.75,0.01,0.01,0.01,0.6,6.57,5,770,0.7,3,5.44,0.5,68,399,581,,7.36,10,0.68,20,40,6.93,11.489939999999999,1225,1,1.53,716,,1070,7,0.97,5,20,1375,20,0.58,10,10,146,10,81,103,10,20,20,5,,,10,,70,,,,,10,,,,,,,,,,,13.13,0.09,7.84,0.09,10.86,0.81,12,0.16,2.1,0.24,2.39,44.62,0.15,0.96,101.05,,,,,
203,OVD038,721906,5144595,58.9,58.9,46462,SHUTIS,,2025,+,,,,,,,Altereted Gabbrodiorite,Альбит‑биотит габбро,,0.9545454545454546,21.4,0.01,0.01,0.01,0.5,8.27,39,290,1,2,1.9,0.5,40,168,543,,7.76,20,1.32,10,120,3.82,6.333559999999999,1585,1,1.9,245,,850,7,0.25,5,29,428,20,0.5,10,10,176,10,98,52,10,20,20,5,,,10,,50,,,,,10,,,,,,,,,,,16.88,0.04,2.7,0.03,11.73,1.61,6.76,0.21,2.69,0.2,0.59,50.4,0.05,0.94,100.45,,,,,
204,OVD039,721921,5144604,106.8,106.8,46511,SHUTIS,,2025,,,,,,,,Dolerite?,Верлит,,0.08108108108108109,49.85,0.01,0.01,0.01,0.5,8.46,5,800,1.8,2,2.43,0.5,5,3,6,,3.11,20,1.5,40,20,0.71,1.17718,844,4,3.99,1,,1620,17,0.18,5,5,997,20,0.35,10,10,37,10,85,220,10,20,20,5,,,10,,110,,,,,10,,,,,,,,,,,16.72,0.1,3.29,0.01,4.42,1.75,1.26,0.11,5.24,0.37,0.42,62.5,0.11,0.56,99.27,,,,,
205,OVD039,721921,5144604,35,35,46489,SHUTIS,,2025,+,,,,,,,Poorly mineralised gabbro,Эвэрттугмат верлит,,6.151515151515151,17.05,0.01,0.01,0.01,0.5,4.84,5,90,0.5,2,3.42,0.5,98,609,449,,8.33,10,0.4,10,60,11.85,19.647299999999998,1190,1,0.71,1005,,770,6,0.56,5,14,341,20,0.41,10,10,99,10,90,74,10,20,10,5,,,10,,50,,,,,10,,,,,,,,,,,9.44,0.02,4.87,0.14,12.2,0.47,20,0.15,1.01,0.17,1.38,41.88,0.04,0.68,100.05,,,,,
206,OVD039,721921,5144604,46.1,46.1,46496,SHUTIS,,2025,,,,,,,,Poorly mineralised gabbro,Андезит,,3.9705882352941178,19.6,0.01,0.01,0.01,0.5,5.4,30,60,0.5,2,8.55,0.5,72,405,495,,7.01,10,0.28,20,70,6.57,10.89306,1195,1,0.74,743,,770,4,1,5,16,392,20,0.38,10,10,102,10,75,53,10,20,10,5,,,10,,70,,,,,10,,,,,,,,,,,10.36,0.01,12.3,0.09,10,0.32,11.1,0.15,1.02,0.17,2.42,37.3,0.04,0.64,99.85,,,,,
207,OVD040,722059.94,5144304,116.4,116.4,46592,SHUTIS,,2025,+,,,,,,,Poorly mineralized Olivine Gabbro ,Оливинт вебстерит,,4.704,17.55,0.07,0.04,0.06,1,5.38,5,110,0.6,2,3.77,0.6,112,588,2150,,8.71,10,0.21,20,30,9.69,16.066019999999998,1170,1,1.2,1765,,1000,8,1.39,5,16,351,20,0.48,10,10,125,10,86,92,10,20,10,5,,,10,,60,,,,,10,,,,,,,,,,,10.89,0.01,5.49,0.12,13.06,0.25,16.85,0.15,1.72,0.23,3.48,42.89,0.04,0.81,102.75,,,,,
208,OVD040,722059.94,5144304,44.4,44.4,46545,SHUTIS,,2025,+,,,,,,,Weak mineralized Hornblende Peridotite ,Верлит,,7.73,11.75,0.04,0.02,0.03,1.2,4.28,5,110,0.5,4,2.87,0.7,153,773,1880,,10.45,10,0.36,10,20,13.05,21.6369,1315,1,0.73,2350,,780,20,1.62,5,14,235,20,0.41,10,10,100,10,101,59,10,20,10,5,,,10,,50,,,,,10,,,,,,,,,,,8.47,0.02,4.03,0.17,15.35,0.43,22.1,0.17,1.04,0.17,4.09,41.52,0.03,0.67,105.55,,,,,
209,OVD040,722059.94,5144304,77.5,77.5,46564,SHUTIS,,2025,+,,,,,,,Weak mineralized Hornblende Peridotite ,Эвэрхуурмагт перидотит,,9.633333333333333,14.4,0.02,0.02,0.02,0.8,4.14,5,90,0.5,2,2.81,0.8,141,867,1280,,10.3,10,0.33,10,10,13.5,22.383,1365,1,0.98,1840,,710,12,1.27,5,13,288,20,0.38,10,10,90,10,99,63,10,20,10,5,,,10,,50,,,,,10,,,,,,,,,,,8.11,0.01,4.07,0.19,15.2,0.39,23,0.18,1.38,0.16,3.21,41.66,0.03,0.62,105.35,,,,,
210,OVD021,722024,5144354.55,42.3,OVD21-42.3,43201,,,2024,X,,,,,,,Mineralized gabbro,Peridodtite,,11.62962962962963,#DIV/0!,0.04,0.04,0.04,2.2,3.2,5,90,0.5,2,2.27,1.1,212,942,3550,0.355,12.75,10,0.26,10,10,14.85,24.621299999999998,1345,1,0.67,3430,0.343,0.061,19,2.6,5,12,230,20,0.3,10,10,81,10,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,OVD021,722024,5144354.55,61,OVD21-61,43211,,,2024,X,,,,,,,Mineralized gabbro,,,11.641975308641975,#DIV/0!,0.05,0.05,0.05,1.7,3.48,5,80,0.5,2,2.27,1.2,207,943,2960,0.296,12.4,10,0.26,10,20,15.05,24.9529,1370,1,0.65,3340,0.334,0.06,18,2.42,5,12,229,20,0.31,10,10,81,10,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
