#,Sample Number ,ioGAS number,Arrived chips,Drillhole,From,To,Sample interval,Field Lithology description,Petrographer,Sample type,Sample type,Sample type,Sample type,Sample type,Sample type,Petrography description,Petrography description,Petrography description,Petrography description,Petrography description,Petrography description,Petrography description,Petrography description,,,Al2O3 %,BaO %,CaO %,Cr2O3 %,Fe2O3 %,K2O %,MgO %,MnO %,Na2O %,P2O5 %,SO3 %,SiO2 %,SrO %,TiO2 %,PbO %,CuO %,V2O5 %,ZnO %,Total %,Ni PPM,Cu PPM,Au PPM,Pt PPM,Pd PPM,Ag PPM,Al %,As PPM,Ba PPM,Be PPM,Bi PPM,Ca %,Cd PPM,Co PPM,Cr PPM,Fe %,Ga PPM,K %,Li PPM,Mg %,Mn PPM,Mo PPM,Na %,P %,Pb PPM,S %,Sb PPM,Sr PPM,Th PPM,Ti %,Tl PPM,U PPM,V PPM,W PPM,Zn PPM,Zr PPM,Se PPM,Rb PPM,Nb PPM,In PPM,Sn PPM,Te PPM,Cs PPM,Hf PPM,Ge PPM,Ta PPM,Y PPM,Sc PPM,La PPM,Ce PPM,Pr PPM,Nd PPM,Sm PPM,Eu PPM,Gd PPM,Tb PPM,Dy PPM,Ho PPM,Er PPM,Tm PPM,Yb PPM,Lu PPM
#,Sample Number ,ioGAS number,Arrived chips,Drillhole,From,To,Sample interval,Field Lithology description,Petrographer,Polished thin section,ASD,Fluid inclusion,Sulphur analysis,EDS,EPMA,Micro - description,Texture,Rock forming minerals,Alteration,Ore minerals and paragenesis,Brief petrographic description,,,Microscope - Rock name,Sc vs Al plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,47182,,x,OVD026,51.1,51.300000000000004,OVD026-51.2,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,47183,,x,OVD026,61.699999999999996,61.9,OVD026-61.8,Gabbro mineralized,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,47184,,x,OVD026,71.7,71.89999999999999,OVD026-71.8,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,47185,,x,OVD026,84.10000000000001,84.3,OVD026-84.2,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,47186,,x,OVD026,91.7,91.89999999999999,OVD026-91.8,Dense dissemination,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,47187,,x,OVD026,92.80000000000001,93,OVD026-92.9,Dense dissemination,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,47189,,x,OVD026,96.10000000000001,96.3,OVD026-96.2,Net textured,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,47192,,x,OVD026,100.9,101.1,OVD026-101,Net textured,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,47188,,x,OVD026,104.9,105.1,OVD026-105,Massive sulphide top contact,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,47191,,x,OVD026,105.4,105.6,OVD026-105.5,Massive sulphide,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,47190,,x,OVD026,106.7,106.89999999999999,OVD026-106.8,Massive sulphide bottom contact,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,47193,,x,OVD026,110.9,111.1,OVD026-111,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,47194,,x,OVD027,52.1,52.300000000000004,OVD027-52.2,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,47195,,x,OVD027,64,64.2,OVD027-64.1,Altered mineralized gabbro,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,47196,,x,OVD027,67.5,67.69999999999999,OVD027-67.6,Altered mineralized gabbro,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,47198,,x,OVD027,78.9,79.1,OVD027-79,Semi massive,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,47197,,x,OVD027,79.60000000000001,79.8,OVD027-79.7,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,47199,,x,OVD027,94.30000000000001,94.5,OVD027-94.4,Gabbro mineralized,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,47200,,,OVD027,98,98.19999999999999,OVD027-98.1,Massive sulphide top contact,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,47091,,x,OVD027,98.9,99.1,OVD027-99,Massive sulphide,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,47092,,,OVD027,109.7,109.89999999999999,OVD027-109.8,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,47093,,x,OVD027,116.7,116.89999999999999,OVD027-116.8,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,47094,,,OVD027,120.30000000000001,120.5,OVD027-120.4,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,47095,,x,OVD027,134.9,135.1,OVD027-135,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,47096,,x,OVD028,16.7,16.900000000000002,OVD028-16.8,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,47097,,,OVD028,21.099999999999998,21.3,OVD028-21.2,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,47098,,x,OVD028,23.4,23.6,OVD028-23.5,Diabase,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,47099,,x,OVD028,26.799999999999997,27,OVD028-26.9,Breccia,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,47100,,x,OVD028,28.799999999999997,29,OVD028-28.9,Gabbro mineralized,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,OVD028-38,,x,OVD028,37.9,38.1,OVD028-38,Gravely sandstone,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,OVD029-4,,,OVD029,3.9,4.1,OVD029-4,Granodiorite,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,OVD029-129.4,,,OVD029,129.35,129.45,OVD029-129.4,Gabbro,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,OVD029-122.4,,,OVD029,122.35,122.45,OVD029-122.4,Gabbro,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
