source_file,source_fileId,sample_id,drillhole_id,depth_from_m,depth_to_m,depth_m,sample_type,rock_name,rock_name_original,texture,minerals,alteration,opaque_minerals,description_summary,analyst_or_lab,report_date
English 41 Petrographic and Mineragraphic description.docx,1beJzCAEVfCiPwChYtmCDu0vhlxqy4qAV,CRSO1A-81.1,CRS01A,,,81.1,polished thin section,Mineralised spinel-cordierite-actinolite metasomatite (micro-gneiss),Хүдэржсэн шпинель -кордиерит-актинолитат метасоматит (бичил гнейс),"Heterolepidogranonematoblastic; weakly parallel, lenticular, veined",Actinolite:25-30; Cordierite:25-30; Pyroxene:5-10; Biotite:5-8; Muscovite:5-8; Serpentine-iddingsite?:5-8; Spinel:5-8; Magnetite:5-8; Pyrrhotite:1-3; Chalcopyrite:3-5; Pyrite:5-8; Carbonate:rare,Pyroxene margins to actinolite; serpentine-iddingsite micro-lenses,Ilmenite-magnetite-pyrite-pyrrhotite-chalcopyrite paragenesis; chalcopyrite in lenticular/banded aggregates with veins 0.5-8.0 mm; euhedral green spinel intergrown with magnetite; coarse pyrite up to 2.5 mm,"Banded metasomatite (similar to 41.4, 53.4, 61.3) of cordierite, hornblende, actinolite, biotite, serpentine-iddingsite, muscovite and spinel; coarse pyroxene-quartz-sulfide lenses/bands 1-8 mm wide, possibly relicts of a basic/ultrabasic protolith. Strongly mineralised.",,
English 41 Petrographic and Mineragraphic description.docx,1beJzCAEVfCiPwChYtmCDu0vhlxqy4qAV,CRSO1A-90.5,CRS01A,,,90.5,polished thin section,"Silicified, mineralised biotite-chlorite serpentinite","Цахиуржиж, хүдэржсэн биотит-хлориттой серпентинит","Lepidoblastic; lenticular, veined",Serpentine (lizardite by XRD):45-50; Chlorite:10-15; Biotite:10-15; Quartz:10-15; Carbonate:1-3; Pyrite:8-10; Chalcopyrite:0.5; Pyrrhotite?:rare,"Silicification (quartz lenses/veins 0.5-2.0 mm), chloritization with carbonate","Pyrite-chalcopyrite paragenesis; pyrite 0.1-2.0 mm in lenticular aggregates mostly in serpentine, displaced marginally by chalcopyrite; chalcopyrite micro-lenses in quartz veins","Serpentine (relict olivine shapes; XRD lizardite) with abundant biotite and chlorite lenses, crosscut by silicification quartz veins. Field description: meta-sediment. XRD-identified: quartz, muscovite, pyrite, clinochlore, lizardite. Numerous ore micro-lenses/veinlets with serpentine, chlorite, carbonate and quartz. Includes XRD note.",,
English 41 Petrographic and Mineragraphic description.docx,1beJzCAEVfCiPwChYtmCDu0vhlxqy4qAV,CRSO1A-104.4,CRS01A,,,104.4,polished thin section,"Carbonatised, mineralised quartz vein","Карбонатжиж, хүдэржсэн кварцын судал","Granoblastic; lenticular, veined",Quartz:70-75; Carbonate:10-15; Pyrite:8-10; Goethite:1-2; Chalcopyrite:0.5-1.0,Carbonatisation: carbonate veins 0.01-1.0 mm crosscutting quartz,"Pyrite-goethite-chalcopyrite paragenesis; euhedral pyrite 0.1-1.5 mm in lenses/veins 0.2-2.5 mm along carbonate veins, rimmed by goethite; chalcopyrite micro-grains displacing pyrite margins","Granoblastic quartz vein (grains 0.1-1.5 mm, undulose extinction) cut by minor carbonate veins/lenses along which mineralisation occurred; pyrite dominant, goethite-rimmed.",,
English 41 Petrographic and Mineragraphic description.docx,1beJzCAEVfCiPwChYtmCDu0vhlxqy4qAV,CRSO1A-111.8,CRS01A,,,111.8,polished thin section,Plagiorhyolite (plagiogranite porphyry),Плагиориолит (Плагиоборжин порфир),"Porphyritic; groundmass felsitic, locally micro-aplitic; massive, lenticular",Quartz:25-30; Plagioclase:10-15; K-feldspar:5-10; Biotite:8-10; Pyrite:trace; Magnetite:trace; Zircon:trace,Plagioclase strongly sericitized/carbonatized/muscovitized with fresh zoned rims; biotite locally to chlorite+rutile; epigenetic carbonate veins 0.02-0.1 mm,"Magnetite-pyrite paragenesis, accessory only; euhedral magnetite 0.05-0.1 mm occasionally displaced by pyrite; rare cubic pyrite 0.01-0.1 mm","Felsic porphyry: oligoclase (An28-29) and rounded quartz phenocrysts (30-35%) in felsitic quartz-albite-biotite groundmass with minor K-feldspar; accessory sphene, zircon, apatite. Essentially barren.",,
English 41 Petrographic and Mineragraphic description.docx,1beJzCAEVfCiPwChYtmCDu0vhlxqy4qAV,CRSO1A-114.8,CRS01A,,,114.8,polished thin section,"Silicified, mineralised cordierite-serpentine-actinolite metasomatite","Цахиуржиж, хүдэржсэн кордиерит-серпентин-актинолитат метасоматит","Heterolepidogranonematoblastic; weakly parallel, lenticular, veined",Actinolite (anthophyllite?):30-35; Cordierite:20-25; Serpentine-iddingsite?:20-25; Pyroxene?:trace; Biotite:trace; Magnetite:3-5; Pyrrhotite:3-5; Chalcopyrite:5-8; Pyrite:8-10; Carbonate (epigenetic):3-5; Quartz (epigenetic):10-15,Silicification; late quartz-carbonate veins 0.5-5.0 mm; iddingsite after possible olivine relicts,"Magnetite-pyrite-pyrrhotite-chalcopyrite paragenesis; ore lenses/veins 0.1-10.0 mm along late quartz-carbonate veins; chalcopyrite dominant, forms veins 0.5-2.0 mm displacing pyrite",Similar to 61.3 and 81: serpentine-cordierite-actinolite metasomatite crosscut by late ore-quartz-carbonate veins 0.5-5.0 mm. Strong mineralisation both intergrown with silicates and as veins along the late quartz-carbonate stage.,,
English 41 Petrographic and Mineragraphic description.docx,1beJzCAEVfCiPwChYtmCDu0vhlxqy4qAV,CRSO1A-124.1,CRS01A,,,124.1,polished thin section,"Silicified, mineralised serpentine-actinolite-cordierite metasomatite","Цахиуржиж, хүдэржсэн серпентин-актинолит- кордиеритот метасоматит","Heterolepidonematogranoblastic; weakly parallel, banded, lenticular, veined",Cordierite:35-40; Actinolite (anthophyllite?):20-25; Serpentine-iddingsite?:10-15; Quartz:10-15; Biotite:rare; Magnetite:3-5; Pyrrhotite:1-3; Chalcopyrite:1-2; Pyrite:5-8,Silicification; late idiomorphic quartz lenses/bands 1.0-10.0 mm (nearly barren); iddingsite after olivine relicts,"Magnetite-pyrite-pyrrhotite-chalcopyrite paragenesis, evenly distributed; magnetite displaced by pyrite/pyrrhotite/chalcopyrite; pyrite micro-lenticular aggregates","Similar to 61.3, 81 and 114.8: banded cordierite (1.0-5.0 mm prisms), actinolite and serpentine aggregates aligned in one direction; ore minerals intergrown with all three silicates, evenly distributed; late quartz bands nearly unmineralised.",,
English 41 Petrographic and Mineragraphic description.docx,1beJzCAEVfCiPwChYtmCDu0vhlxqy4qAV,CRSO1A-184.32,CRS01A,,,184.32,polished thin section,"Silicified, mineralised serpentine-chlorite-cordierite metasomatite","Цахиуржиж, хүдэржсэн серпентин-хлорит- кордиеритот метасоматит","Heteronematogranolepidoblastic; weakly parallel, banded, lenticular, veined",Cordierite:15-20; Chlorite:20-25; Serpentine:10-15; Actinolite:5-10; Quartz:15-20; Carbonate:5-10; Magnetite:rare; Pyrrhotite:5-8; Chalcopyrite:5-8; Pyrite:5-8,Silicification; late quartz-carbonate veins 1.0-10.0 mm; carbonate-chlorite-serpentine in cordierite fracture zones,"Magnetite-pyrite-pyrrhotite-chalcopyrite paragenesis; chalcopyrite dominant (0.02-0.6 mm), displacing pyrrhotite; pyrite-chalcopyrite lenses/veins 1.0-8.0 mm along late veins","Serpentine-chlorite-cordierite metasomatite with lenticular/banded fabric, strongly mineralised; ore intergrown with silicates and as 0.5-8.0 mm lenses/veins along late quartz-carbonate veins.",,
English 41 Petrographic and Mineragraphic description.docx,1beJzCAEVfCiPwChYtmCDu0vhlxqy4qAV,CRSO1A-187.8,CRS01A,,,187.8,polished thin section,"Silicified, mineralised cordierite-serpentine-chlorite metasomatite","Цахиуржиж, хүдэржсэн кордиерит-серпентин-хлоритот метасоматит","Heteronematogranolepidoblastic; weakly parallel, banded, lenticular, veined",Chlorite:30-35; Serpentine:20-25; Cordierite:10-15; Talc:3-5; Quartz:8-10; Carbonate:3-5; Magnetite:rare; Pyrrhotite:3-5; Chalcopyrite:5-8; Pyrite:8-10,Silicification; late quartz-carbonate veins 1.0-10.0 mm; serpentine(-talc) pseudomorphs with hexagonal-octagonal relicts; iddingsite micro-aggregates,Magnetite-pyrite-pyrrhotite-chalcopyrite paragenesis; pyrite lenses/veins 0.5-10.0 mm with chalcopyrite displacing/rimming it; chalcopyrite also intergrown with serpentine and chlorite,Generally identical to sample 184.32; chlorite-serpentine dominated with coarse cordierite lenses; strong mineralisation intergrown with silicates and along late quartz-carbonate veins as 0.2-6.0 mm ore lenses/veins.,,
English 41 Petrographic and Mineragraphic description.docx,1beJzCAEVfCiPwChYtmCDu0vhlxqy4qAV,CRSO1A-188.4,CRS01A,,,188.4,polished thin section,"Strongly brecciated, silicified, carbonatised, mineralised chlorite-serpentine metasomatite (chloritic serpentinite)","Хүчтэй брекчлэгдэн цахиуржиж, карбонатчлагдан хүдэржсэн хлорит-серпентинт метасоматит (хлориттой серпентинит)","Heterogranolepidoblastic; breccia-like, banded, lenticular, veined",Serpentine:30-35; Chlorite:15-20; Pyroxene:3-5; Quartz:15-20; Carbonate:10-15; Magnetite:rare; Chalcopyrite:5-8; Pyrite:10-15,Intense silicification and carbonatisation; numerous quartz-carbonate-ore veins 0.1-10.0 mm giving breccia-like structure,"Magnetite-pyrite-chalcopyrite paragenesis; pyrite veins predominate (0.5-15.0 mm wide, grains 0.2-3.0 mm), displaced by chalcopyrite; rare chromite micro-grains; chalcopyrite also intergrown with chlorite-serpentine","Brecciated serpentinite: lenticular chlorite and serpentine aggregates (rare rhombic pyroxene relicts) crosscut by abundant quartz, carbonate and coarse ore veins; mineralisation accompanies the late carbonate-quartz stage.",,
English 41 Petrographic and Mineragraphic description.docx,1beJzCAEVfCiPwChYtmCDu0vhlxqy4qAV,OVD010-97.7,OVD010,,,97.7,polished thin section,Highly altered gabbrodiorite porphyry (albite-chlorite-carbonate metasomatite),Хүчтэй хувирсан габбродиорит порфир (Габбродиорит-порфироор үүссэн альбит-хлорит-карбонатат метасоматит),"Relict porphyritic; groundmass relict prismatic granular, relict subophitic; weakly parallel",Chlorite-carbonate pseudomorphs after plagioclase:55-60; Chlorite pseudomorph:35-40; Chalcopyrite:trace; Pyrite:rare; Apatite:rare; Titanite (sphene):0.5,"Near-total replacement by carbonate, chlorite, albite, sericite, quartz, leucoxene; carbonate(-quartz) veinlets 0.2-0.3 mm",Pyrite-chalcopyrite paragenesis; sparse euhedral pyrite 0.02-0.2 mm (some resembling pyrrhotite) and isolated chalcopyrite 0.01-0.05 mm with chlorite-carbonate,Gabbrodiorite porphyry with plagioclase and mafic phenocrysts (20-25%) fully pseudomorphed by albite-carbonate and chlorite; abundant titanite micro-grains in chlorite pseudomorphs. Weakly mineralised.,,
English 41 Petrographic and Mineragraphic description.docx,1beJzCAEVfCiPwChYtmCDu0vhlxqy4qAV,OVD010-226.3,OVD010,,,226.3,polished thin section,Serpentine-carbonate-actinolite-chlorite metasomatite (derived from gabbro or ultramafic rock),Серпентин-карбонат-актинолит-хлоритот метасоматит (Габбро юмуу хэт суурилаг чулуугаар үүссэн),"Granonematolepidoblastic, relict micro-panidiomorphic; weakly parallel",Carbonate-serpentine-actinolite pseudomorph:55-60; Chlorite pseudomorph:35-40; Pyrite:0.5; Apatite:rare; Titanite (sphene):rare; Zircon:trace,Complete pseudomorphic replacement; epigenetic quartz and carbonate veinlets 0.5-2.0 mm,"Titanite-pyrite paragenesis; euhedral pyrite 0.02-0.4 mm evenly distributed, locally micro-lenticular aggregates","Fully metasomatised fine-grained melanocratic gabbro or ultramafic rock: idiomorphic hexagonal pseudomorphs (0.2-0.8 mm) of quartz-carbonate-chlorite-serpentine-actinolite after mafic minerals (pyroxene), plus chlorite pseudomorphs after hornblende with abundant titanite inclusions.",,
English 41 Petrographic and Mineragraphic description.docx,1beJzCAEVfCiPwChYtmCDu0vhlxqy4qAV,OVD010-305.6,OVD010,,,305.6,polished thin section,Fine-grained hornblende gabbrodiorite,Жижиг ширхэгтэй эвэр хуурмагт габбордиорит,"Gabbroic, subophitic, prismatic granular; massive",Altered plagioclase:65-70; Hornblende:25-30; Pyrite:0.2; Chalcopyrite:rare; Apatite:rare; Titanite (sphene):rare; Zircon:trace,"Plagioclase to sericite-carbonate-pelite (zoned, fresh rims); minor chlorite; late quartz-carbonate micro-lenses",Titanite-pyrite-chalcopyrite paragenesis from late weak mineralisation; sparse euhedral pyrite 0.03-0.2 mm and chalcopyrite micro-aggregates in quartz and chlorite,"Fresh-looking fine hornblende gabbrodiorite: intermediate zoned plagioclase with interstitial green-brown hornblende; rare chlorite pseudomorphs after biotite with rutile-titanite. Weak, late mineralisation only.",,
English 41 Petrographic and Mineragraphic description.docx,1beJzCAEVfCiPwChYtmCDu0vhlxqy4qAV,OVD011-107.4,OVD011,,,107.4,polished thin section,"Silicified, carbonatised and mineralised silty argillite","Цахиуржиж, карбонатчлагдан, хүдэржсэн алевритлаг аргиллит","Blastoaleuropelitic, matrix microlepidoblastic; massive, weakly breccia-like",Micaceous-clayey aggregate:75-80; Relict siltstone fragments:1-2; Quartz (epigenetic):5-8; Carbonate (epigenetic):1-3; Pyrrhotite:8-10; Chalcopyrite:rare,Silicification and carbonatisation; carbonate-quartz lenses/veinlets 0.1-2.0 mm,"Pyrrhotite-chalcopyrite; pyrrhotite lenses/veins 0.1-2.5 mm wide in carbonate-quartz veins, chalcopyrite micro-aggregates displacing its margins",Cryptolepidoblastic clayey-sericite-chlorite argillite with rare relict silt quartz fragments; weak mineralisation associated with late quartz-carbonate veinlets (pyrrhotite dominant). XRD suggested for precise identification of the clay-mica aggregate.,,
English 41 Petrographic and Mineragraphic description.docx,1beJzCAEVfCiPwChYtmCDu0vhlxqy4qAV,OVD011-109.1,OVD011,,,109.1,polished thin section,Weakly mineralised chlorite-sericite micro-schist (phyllite) derived from siltstone,Сулавтар хүдэржсэн алевролитоор үүссэн хлорит-серицитэт бичил занар (филлит),"Microlepidoblastic, blastoaleuritic; schistose, lenticular, spotted",Sericite:40-45; Chlorite:45-50; Silt-sized relict fragments:3-5; Ilmenite:rare; Pyrite:5-7; Chalcopyrite:rare; Quartz (secondary):; Carbonate (secondary):,Sericite-chlorite schistosity; spotted sericite lenses possibly after cordierite; leucoxene-altered titanite,"Ilmenite-pyrite-chalcopyrite paragenesis; euhedral pyrite grains, micro-lenses and thin veinlets concentrated in a 10x25 mm aleuroargillite lens; dust-like pyrite in main mass; rare chalcopyrite 0.01-0.1 mm",Phyllite of aligned sericite-chlorite with blastoaleuritic quartz relicts and meta-siltstone lenticles; a dark aleuroargillite lens is mineralised with abundant pyrite micro-lenses and veinlets.,,
English 41 Petrographic and Mineragraphic description.docx,1beJzCAEVfCiPwChYtmCDu0vhlxqy4qAV,OVD11-109.6,OVD011,,,109.6,polished thin section,Carbonatised fine-grained feldspar-quartz sandy metasiltstone,Карбонатчлагдсан жижиг ширхэгтэй хээрийн жонш-кварцат элсжинлэг метаалевролит,"Blastopsammoaleuritic, matrix microlepidoblastic; schistose, folded",Quartz (fragments):15-20; Feldspar (fragments):5-10; Clayey-sericite-chlorite matrix:70-75; Titanite:rare; Pyrite:0.1-0.3; Quartz (epigenetic):rare; Carbonate (epigenetic):5-8,Carbonatisation: carbonate micro-lenses 0.2-3.0 mm along schistosity; rare quartz micro-lenses,"Titanite-pyrite paragenesis; micro-phenocrystic pyrite 0.01-0.1 mm evenly distributed, thin veinlets rimming carbonate lenses",Folded metasiltstone: aligned quartz and albitised feldspar fragments (25-30%) in microlepidoblastic clayey-sericite-chlorite matrix; carbonate lenses along schistosity; weak pyrite mineralisation.,,
English 41 Petrographic and Mineragraphic description.docx,1beJzCAEVfCiPwChYtmCDu0vhlxqy4qAV,OVD11-126.5,OVD011,,,126.5,polished thin section,Weakly carbonatised and mineralised silty argillite (siltstone),"Сулавтар карбонатчлагдаж, хүдэржсэн алевритлаг аргиллит (алевролит)","Blastoaleuritic, cryptolepidoblastic; massive",Quartz (fragments):15-20; Feldspar (fragments):5; Micaceous-clayey matrix:75-80; Pyrite:rare; Chalcopyrite:rare; Quartz (epigenetic):rare; Carbonate (epigenetic):1-3,Weak carbonatisation; quartz-carbonate veinlets 0.1-0.5 mm,Titanite-pyrite-chalcopyrite paragenesis; sparse micro-phenocrystic pyrite and chalcopyrite 0.01-0.1 mm; chalcopyrite micro-lenses in quartz-carbonate veins,"Siltstone of quartz(-feldspar) fragments in semi-isotropic pelitomorphic micaceous-clayey cement, weakly carbonatised and only sparsely mineralised.",,
